Applicability,Service,Reporting period,Category of incompatibility with the provider's terms and conditions,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative,Number of measures taken after detection with solely automated means,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative,Contextual Information on Number of measures taken after detection with solely automated means,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination
All,DM,2025-01-01/2025-12-31,TOTAL,,1748236,867566,464087,128252,240724,38219,,38219,45820,,202505,,443,81,,55998,"Column F lists content that has been definitively and negatively moderated after being detected by Dailymotion, on a global scale, during the reporting period. These decisions include all content types (video, avatar, account, comment, chatroom) and all types of negative moderation actions: removal, deactivation, demonetization, age restriction, and geo-blocking.
Important note: This data represents the total number of definitive negative moderation actions taken by Dailymotion, not the number of unique content whose access or visibility was effectively restricted. Since multiple moderation actions can be applied to the same content, this figure may be higher than the actual number of restricted content items. This metric tracks all negative moderation decisions regardless of the final status of the content.",Includes all the definitive and negative moderation decisions taken on all types of content after being detected by at least one of our automated detection tools (see cell E4 in tab 11 - Qualitative).,Includes all the definitive and negative moderation decisions taken on content after a detection by Dailymotion that resulted in its removal.,Includes all the definitive and negative moderation decisions taken on content that resulted in its inaccessibility.,"Includes all the definitive and negative moderation decisions taken on videos that resulted in their demotion(e.g., sensitive content filtering and demonetization).",Includes all the definitive and negative moderation decisions taken on videos that resulted in the content being placed behind a sensitive filter.,Dailymotion does not use such action in its moderation process.,"When Dailymotion applies a sensitive filter action, a warning message is displayed in the video player to inform viewers that the content might not be suitable for all audiences. This metric reflects the number of videos where such a warning is displayed as a result of definitive and negative moderation actions taken proactively by Dailymotion.",Includes all the definitive and negative moderation decisions taken on content that resulted in the content being geo-blocked.,"Dailymotion does not take any definitive moderation actions that suspend content monetization. All definitive moderation actions related to content monetization are reported in ""monetary restriction termination"".",Includes all the definitive and negative moderation decisions taken on videos that resulted in the content being demonetized.,Dailymotion does not use any other monetary restrictions in its moderation process.,Dailymotion can suspend (1) the upload capability as part of its repeated infringer policy and (2) the reporting capability as part of its abusive reporter policy.,Includes all the definitive and negative moderation decisions taken on an account that definitively restricts a functionality of the service.,Dailymotion does not take any moderation actions that suspend accounts.,"Account deactivations occur exclusively under our repeated infringer policy, following video removals due to serious and/or repeated policy violations."
All,DM,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,DM,2025-01-01/2025-12-31,KEYWORD_ANIMAL_HARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,DM,2025-01-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,DM,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,DM,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,DM,2025-01-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,DM,2025-01-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,DM,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,DM,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
