Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Total,0,User reports are only processed by human moderators.
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Total,1485867,User reports are only processed by human moderators.
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Total,,Not applicable as no user reports are processed by automated means.
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Total,,Not applicable as no user reports are processed by automated means.
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total,,Not applicable as no user reports are processed by automated means.
Only for providers of online platforms,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Trusted Flagger,0,Trusted flagger’s reports are only processed by human moderators.
Only for providers of online platforms,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,749,Trusted flagger’s reports are only processed by human moderators.
Only for providers of online platforms,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,,Not applicable as no trusted flagger’s reports are processed by automated means.
Only for providers of online platforms,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,,Not applicable as no trusted flagger’s reports are processed by automated means.
Only for providers of online platforms,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,,Not applicable as no trusted flagger’s reports are processed by automated means.
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,bg,,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,[...],,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,sv,,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,bg,,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,[...],,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sv,,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
