Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,Total number,513366,"We list here the total number of negative and definitive moderation decisions taken automatically. Dailymotion only uses automated moderation—without human review—when content matches fingerprints previously identified in INA, Audible Magic, or Dailymotion's databases. All other cases, including law enforcement orders, user reports, trusted flagger reports, and appeals, are always reviewed by human moderators. This data represents the total number of definitive negative moderation actions taken by Dailymotion, not the number of unique content whose access or visibility was effectively restricted. Since multiple moderation actions can be applied to the same content, this figure may be higher than the actual number of restricted content items. This metric tracks all negative moderation decisions regardless of the final status of the content."
All,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,2481426,"We list here the total number of negative moderation decisions taken by a human moderator. It includes all decisions taken following a user report or user appeal, and those processed by a human moderator following a detection by Dailymotion. This data represents the total number of definitive negative moderation actions taken by Dailymotion, not the number of unique content whose access or visibility was effectively restricted. Since multiple moderation actions can be applied to the same content, this figure may be higher than the actual number of restricted content items. This metric tracks all negative moderation decisions regardless of the final status of the content."
All,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,,"Dailymotion uses automatic moderation (i.e., with no human reviewer involvement) solely for content that matches a fingerprint previously generated in the INA/or AM, and/or Dailymotion’s databases. As we are relying on third-party technologies, Dailymotion is currently unable to provide more information on their accuracy, precision, and recall."
All,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,,"Dailymotion uses automatic moderation (i.e., with no human reviewer involvement) solely for content that matches a fingerprint previously generated in the INA/or AM, and/or Dailymotion’s databases. As we are relying on third-party technologies, Dailymotion is currently unable to provide more information on their accuracy, precision, and recall."
All,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,,"Dailymotion uses automatic moderation (i.e., with no human reviewer involvement) solely for content that matches a fingerprint previously generated in the INA/or AM, and/or Dailymotion’s databases. As we are relying on third-party technologies, Dailymotion is currently unable to provide more information on their accuracy, precision, and recall."
All,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,Own-initiative,513366,"We list here the total number of negative and definitive moderation decisions taken automatically. Dailymotion only uses automated moderation—without human review—when content matches fingerprints previously identified in INA, AM, or Dailymotion's databases. All other cases, including law enforcement orders, user reports, trusted flagger reports, and appeals, are always reviewed by human moderators. This data represents the total number of definitive negative moderation actions taken by Dailymotion, not the number of unique content whose access or visibility was effectively restricted. Since multiple moderation actions can be applied to the same content, this figure may be higher than the actual number of restricted content items. This metric tracks all negative moderation decisions regardless of the final status of the content."
All,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Own-initiative,2481426,"We list here the total number of definitive negative moderation decisions taken by a human moderator. It includes all decisions processed by a human moderator taken following a detection by Dailymotion. This data represents the total number of definitive negative moderation actions taken by Dailymotion, not the number of unique content whose access or visibility was effectively restricted. Since multiple moderation actions can be applied to the same content, this figure may be higher than the actual number of restricted content items. This metric tracks all negative moderation decisions regardless of the final status of the content."
All,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Own-initiative,,"Dailymotion uses automatic moderation (i.e., with no human reviewer involvement) solely for content that matches a fingerprint previously generated in the INA/or AM, and/or Dailymotion’s databases. As we are relying on third-party technologies, Dailymotion is currently unable to provide more information on their accuracy, precision, and recall."
All,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Own-initiative,,"Dailymotion uses automatic moderation (i.e., with no human reviewer involvement) solely for content that matches a fingerprint previously generated in the INA/or AM, and/or Dailymotion’s databases. As we are relying on third-party technologies, Dailymotion is currently unable to provide more information on their accuracy, precision, and recall."
All,DM,2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Own-initiative,,"Dailymotion uses automatic moderation (i.e., with no human reviewer involvement) solely for content that matches a fingerprint previously generated in the INA/or AM, and/or Dailymotion’s databases. As we are relying on third-party technologies, Dailymotion is currently unable to provide more information on their accuracy, precision, and recall."
