Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,TOTAL,,479297,132,1485867,749,0,0.35,0,0,1462876,749,"The data reflects the total number of user reports received globally, organized by the reporting category selected by the user. This data excludes Trusted Flagger reports. Additionally, user reports submitted under category 15 (as listed in tab 2 ""Category names"") are excluded from the data provided in cell F2, as this category is not included in this specific tab.","The data reflects the total number of reports submitted by officially appointed Trusted Flaggers worldwide, organized by the reporting category each Trusted Flagger selected. Dailymotion proactively contacted and onboarded Trusted Flaggers to ensure proper identification within our systems and to prioritize the review of their reports, recognizing their expertise in flagging violations.  Additionally, trusted flagger’s reports submitted under category 15 (as listed in tab 2, ""Category names"") are excluded from the data in cell F2, as this category is not included in this tab.","The data reflects the total number of content items flagged through user reports globally. For copyright, personal data, and other rights violations, users can include multiple pieces of content in a single report, meaning the total number of items flagged may exceed the number of reports received. For harmful content categories (excluding copyright, personal data, and other rights violations), each report contains only one item, so the number of reports equals the number of items flagged.","The data reflects the total number of content items flagged in all Trusted Flagger reports received worldwide. In copyright, personal data, and other rights categories, a single Trusted Flagger report can include multiple pieces of content.",The data reported reflects the median time taken by Dailymotion's moderation team to process user reports in hours. The median processing time is calculated as the time elapsed between the moment a user submits a report and the moment the moderation team takes its first action on that report.  User reports are prioritized in Dailymotion's moderation queue to ensure timely review.,"The data reflects the median processing time for Trusted Flagger reports, measured in hours. This is the time elapsed between report submission and the first action taken by the moderation team. Trusted Flagger reports receive higher priority in the moderation queue than standard user reports, ensuring faster processing due to their specialized expertise.","All actions taken on the basis of law are included in the number of restrictions taken based on the terms and conditions, as our Prohibited Content Policy includes manifestly illegal content.","All actions taken on the basis of law are included in the number of restrictions taken based on the terms and conditions, as our Prohibited Content Policy includes manifestly illegal content.","This data shows the proportion of user reports that resulted in content restrictions, organized by the reporting category initially selected by the user. However, this does not necessarily mean that the content was confirmed as violating our Prohibited Content Policy in that specific category. Dailymotion's moderation team may reclassify the violation under a different category during the review process if the content actually violates a different policy provision.","This data shows the proportion of trusted flagger reports that resulted in content restrictions, organized by the reporting category initially selected by the trusted flagger. However, this does not necessarily mean that the content was confirmed as violating our Prohibited Content Policy in that specific category. Dailymotion's moderation team may reclassify the violation under a different category during the review process if the content actually violates a different policy provision."
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,KEYWORD_ANIMAL_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",DM,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,,,,,,,,,,,,,,,,,,,,
