Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received ,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received ,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,TOTAL,,4367,34,8515,92,16,56,1041,1,1749,54,Metrics reflect notices relating to advertisements (including where those advertisements may appear on one or more Google services). This note applies to all metrics on this tab.,,"In cases where a user provides incomplete or incorrect information in a notice, the number of items within that notice may be recorded as 0. This note applies to all metrics in columns H and I."
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ANIMAL_WELFARE
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_ANIMAL_HARM
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_UNLAWFUL_SALE_ANIMALS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,ANIMAL_CRUELTY
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,ANIMAL_HARM_AND_UNLAWFUL_SALE
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,305,19,523,48,28,389
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_HIDDEN_ADVERTISEMENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_GOODS_SERVICES
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_NONCOMPLIANCE_PRICING
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,CONSUMER_PROTECTION,305,19,523,48,28,389
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,MISREPRESENTATION
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE,,2,0,3,0,22
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_CYBER_BULLYING_INTIMIDATION
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_CYBER_INCITEMENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,DOXING
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,HARASSMENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,HARASSMENT_AND_CYBERBULLYING
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,HARMFUL_ACTIVITIES
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,SEXUAL_HARASSMENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,OBSCENITY_OR_PORNOGRAPHY,2,0,3,0,22
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,UNSAFE_CONTENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_BULLYING_AGAINST_GIRLS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING_AGAINST_WOMEN
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_FEMALE_GENDERED_DISINFORMATION
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_INCITEMENT_AGAINST_WOMEN
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,"Text to detail the ""Other"" keyword."
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,131,2,148,2,17,2
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_BIOMETRIC_DATA_BREACH
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_DATA_FALSIFICATION
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_MISSING_PROCESSING_GROUND
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_RIGHT_TO_BE_FORGOTTEN
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,DATA_COLLECTION_AND_USE
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,DISCLOSURE_AND_CONSENT_PRACTICES
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,GDPR,1,0,1,0,116
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,PERSONAL_INFORMATION
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,PERSONAL_RIGHTS,112,1,123,1,16,2
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,PERSONALIZED_ADVERTISING
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,PRIVACY,18,1,24,1,20,256
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,PRIVACY_POLICY
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,UNSECURE_DATA_HANDLING
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,87,5,132,20,26,29
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_DEFAMATION,,82,5,127,20,24,29
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_DISCRIMINATION
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_HATE_SPEECH
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,HATEFUL_OR_ABUSIVE
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,ILLEGAL_OR_HARMFUL_SPEECH,5,0,5,0,127
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,OBSCENITY_AND_PROFANITY
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,OFFENSIVE_CONTENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,UNSAFE_CONTENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,3660,5,7370,9,15,1
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_COPYRIGHT_INFRINGEMENT,,824,0,2974,0,19
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_DESIGN_INFRINGEMENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_PATENT_INFRINGEMENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_TRADE_SECRET_INFRINGEMENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_TRADEMARK_INFRINGEMENT,,2833,4,4393,8,14,1
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,CIRCUMVENTION
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,INTELLECTUAL PROPERTY,3,1,3,1,24,24
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,18,1,27,9,35,24
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_MISINFORMATION_DISINFORMATION
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_VIOLATION_EU_LAW
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_VIOLATION_NATIONAL_LAW
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,ELECTORAL,3,0,3,0,61
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,HACKED_POLITICAL_MATERIALS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,POLITICAL_CONTENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,SOCIAL_STABILITY,10,1,19,9,33,24
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,SOCIETAL_VALUES,5,0,5,0,35
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,2,0,3,0,24
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_UNSAFE_CHALLENGES
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,CHILD_ENDANGERMENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,CHILD_SAFETY
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,HARMFUL_OR_DANGEROUS_ACTS_CHALLENGES_AND_PRANKS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,KNOWN_SERIES
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,PROTECTION_OF_MINORS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,UNAUTHORIZED_IMAGE_OF_MINORS,2,0,3,0,24
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_ILLEGAL_ORGANIZATIONS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_RISK_PUBLIC_HEALTH
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_TERRORIST_CONTENT
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,COURT_ORDER
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,RISK_FOR_PUBLIC_SECURITY
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,SENSITIVE_EVENTS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,VIOLENT_EXTREMISM
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,WRONGFUL_OR_UNAUTHORIZED_USE_OF_SYMBOLS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,17,0,35,0,32
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_INAUTHENTIC_ACCOUNTS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_INAUTHENTIC_LISTINGS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_INAUTHENTIC_USER_REVIEWS
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_PHISHING
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_PYRAMID_SCHEMES
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,AD_FRAUD_POLICY
"Only for providers of hosting services, including online platforms",Multi-Services,2026-01-01/2026-06-30,KEYWORD_OTHER,ENCOURAGEMENT_OF_DIGITAL_SECURITY_OR_TERMS_OF_SERVICE_VIOLATIONS
