Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,8,0,8,0,19,0,0,0,8,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,"1,656",451,"1,812",607,92,4,0,0,556,270,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,338,165,443,270,10,4,0,0,120,88,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,364,107,399,142,19,4,0,0,126,68,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,14,3,14,3,36,5,0,0,5,2,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING,,4,0,4,0,3,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,278,128,288,138,23,6,0,0,115,78,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,5,0,5,0,91,0,0,0,1,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,Invasion of Privacy,557,24,557,24,578,4,0,0,136,14,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,Sexual Harassment,96,24,102,30,38,6,0,0,53,20,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,15,6,17,8,108,2,0,0,5,4,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,2,2,5,5,1,1,0,0,1,1,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,6,1,6,1,8,4,0,0,1,1,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,2,0,2,0,165,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,2,0,2,0,108,0,0,0,1,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,3,3,2,2,5,5,0,0,2,2,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,69,3,69,3,132,49,0,0,12,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,2,0,2,0,42,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,10,1,10,1,0,49,0,0,1,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,26,0,26,0,193,0,0,0,7,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,30,1,30,1,107,601,0,0,4,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",1,1,1,1,36,36,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,233,2,233,2,112,1,0,0,92,2,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_DEFAMATION,,35,0,35,0,138,0,0,0,5,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_DISCRIMINATION,,142,2,142,2,97,1,0,0,57,2,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_HATE_SPEECH,,56,0,56,0,94,0,0,0,30,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,333,0,333,0,118,,0,0,181,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,109,0,109,0,83,0,0,0,53,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,224,0,224,0,148,0,0,0,128,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,10,0,10,0,256,,0,0,1,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,8,0,8,0,256,0,0,0,1,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,2,0,2,0,61,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,593,152,594,153,205,7,0,0,237,123,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,280,10,285,15,145,7,0,0,71,9,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,112,44,116,48,21,7,0,0,61,35,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,2,2,1,1,6,6,0,0,2,2,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,198,96,191,89,20,7,0,0,103,77,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,1,0,1,0,121,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,Inappropriate Content Involving Minors,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,"1,227",2,"1,226",2,65,3,1,0,660,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,9,0,9,0,94,0,0,0,7,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,5,0,5,0,458,0,0,0,3,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,182,0,182,0,73,0,0,0,42,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,9,1,9,1,56,5,0,0,3,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,Dangerous Activities,104,1,104,1,620,3,0,0,34,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,Other Illegal Activities,918,0,917,0,61,0,1,0,571,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,896,13,901,18,66,4,0,0,447,3,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,228,13,233,18,44,4,0,0,62,3,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,6,0,6,0,25,0,0,0,2,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,11,0,11,0,188,0,0,0,5,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,3,0,3,0,51,0,0,0,1,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_PHISHING,,58,0,58,0,62,0,0,0,44,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,2,0,2,0,45,0,0,0,1,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,Spam,29,0,29,0,47,0,0,0,10,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,Fraud,559,0,559,0,73,0,0,0,322,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,17,0,17,0,46,,0,0,3,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,3,0,3,0,182,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_SELF_MUTILATION,,3,0,3,0,134,0,0,0,1,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_SUICIDE,,6,0,6,0,26,0,0,0,2,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,Self-harm & Suicide,5,0,5,0,8,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,529,0,528,0,41,,1,0,448,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,518,0,518,0,41,0,0,0,445,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,11,0,10,0,47,0,1,0,3,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,91,9,91,9,90,3,0,0,37,5,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_COORDINATED_HARM,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,11,2,11,2,125,8,0,0,5,2,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,20,0,20,0,52,0,0,0,7,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,3,0,3,0,14,0,0,0,2,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,KEYWORD_OTHER,Threats & Violence,57,7,57,7,72,1,0,0,23,3,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,523,0,523,0,62,,0,0,143,0,,,,,,,,,,
