Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,Total number,"65,966,014","Snap applies different scopes to the automation fields in Tab 6 (""own initiative"") and Tab 8 (""automated means""), reflecting the distinct wording, instruction text, and purpose of each section and the way relevant data is recorded by Snap. The Tab 6, Column G fields (""measures taken after detection with solely automated means"") specifically track end-to-end automated enforcement—content proactively detected and subsequently restricted entirely by automated systems. In contrast, Tab 8 (""measures solely taken by automated means"") evaluates the accuracy, precision, and recall of our automated moderation systems. Tab 8 captures a broader set of actions executed by automated means—including both content restrictions and content approvals—regardless of whether the initial detection came from automated systems or user reports. The inclusion of automated content approvals primarily accounts for the significantly higher volume reported in Tab 8. 

Additionally, Tab 8 excludes 80,173 account locks (otherwise reported in Own_Initiative_TC fields U2 and F2) that were triggered automatically by strike accumulation. Because the underlying strikes often involve human review and application, categorizing the ensuing lock as a ""solely automated measure"" would artificially skew accuracy, precision, and recall rates by treating the automated consequence of the final strike as an independent automated moderation decision."
All,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,"3,251,029",
All,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,1,"Please refer to qualitative description of this metric in Qualitative Tab, Question 4."
All,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,1,"Please refer to qualitative description of this metric in Qualitative Tab, Question 4."
All,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,1,"Please refer to qualitative description of this metric in Qualitative Tab, Question 4."
All,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,Own-initiative,"65,966,014",
All,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Own-initiative,"3,243,827","Includes measures taken in response user reports of EU Community Guidelines violations, which have been reclassified to the ""own initiative"" category as detailed in the methodology note."
All,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Own-initiative,1,
All,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Own-initiative,1,
All,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Own-initiative,1,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Total,0,"Snap employs human review for all Article 16 notices. Consequently, the number of notices processed solely by automated means is zero."
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Total,"6,564",
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Total,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Total,,
"Only for providers of hosting services, including online platforms",Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total,,
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Trusted Flagger,0,"Snap employs human review for all Trusted Flagger notices. Consequently, the number of notices processed solely by automated means is zero."
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,638,
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,,
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,,
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,,
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,AT,"955,092","We do not generally track the language of content we moderate on Snapchat and thus cannot provide a breakdown of accuracy, precision, and recall rates by official language. In addition, some content enforced by automated means does not include any communication in a member state language (for example, where the communication is an image, an emoji, symbol, or a video) or contains words that have meaning in several different languages, such that a specific language cannot be identified and assigned to the content. Consequently, as proxy for language-based information, we report these metrics based on the geographic origin of the content (i.e., by Member State, listed by country code)."
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,BE,"2,886,301",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,BG,"193,214",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,CY,"163,487",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,CZ,"525,796",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,DE,"8,392,580",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,DK,"1,033,796",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,EE,"92,255",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,EL,"288,977",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,ES,"1,428,153",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,FI,"803,384",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,FR,"34,481,444",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,HR,"208,662",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,HU,"183,985",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,IE,"650,298",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,IT,"1,633,548",
Only for providers of online platforms,Snap,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,LT,"173,523",
