Applicability,Service,Reporting period,Category of incompatibility with the provider's terms and conditions,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative ,Number of measures taken after detection with solely automated means ,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled ,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative ,Contextual Information on Number of measures taken after detection with solely automated means ,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled ,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination
All,Temu,2026-01-01/2026-06-30,TOTAL,,1666608939,1603776465,670308,1660174304,0,0,0,0,0,114583,0,0,5534463,115281,0,0,"Temu continuously works on enhancing its content moderation and transparency reporting processes with the objective of a high level of user protection across its services. During this reporting period, Temu enhanced our reporting infrastructure resulting in a more refined reporting of Temu's proactive content moderation efforts.",,,,,,,,,,,,,,,
All,Temu,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ANIMAL_WELFARE,,75713,74088,7,75455,0,0,0,0,0,0,0,0,251,0,0,0,,,,,,,,,,,,,,,,
All,Temu,2026-01-01/2026-06-30,KEYWORD_ANIMAL_HARM,,75710,74088,7,75452,0,0,0,0,0,0,0,0,251,0,0,0,,,,,,,,,,,,,,,,
All,Temu,2026-01-01/2026-06-30,KEYWORD_UNLAWFUL_SALE_ANIMALS,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,Temu,2026-01-01/2026-06-30,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,Temu,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,15172770,15012626,12927,14904214,0,0,0,0,0,75315,0,0,93889,86425,0,0,,,,,,,,,,,,,,,,
All,Temu,2026-01-01/2026-06-30,KEYWORD_HIDDEN_ADVERTISEMENT,,12660,1762,12660,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,Temu,2026-01-01/2026-06-30,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,183089,176726,0,0,0,0,0,0,0,75315,0,0,21599,86175,0,0,,,,,,,,,,,,,,,,
All,Temu,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,785247,666162,267,780312,0,0,0,0,0,0,0,0,4423,245,0,0,,,,,,,,,,,,,,,,
All,Temu,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
