Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,fr,97.73%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,hr,99.19%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,hu,99.50%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,it,97.49%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,lt,99.53%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,lv,99.68%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,nl,99.53%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,pl,97.72%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,pt,97.14%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,ro,98.91%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,sk,99.39%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,sl,99.47%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,sv,99.67%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,bg,11.81%,Refers to the total number of measures not taken by automated means.
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,cs,20.83%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,da,26.91%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,de,33.37%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,et,27.45%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,el,5.10%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,en,26.02%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,es,18.38%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,fi,22.51%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,fr,27.05%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,hr,21.15%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,hu,18.51%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,it,25.71%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,lt,19.20%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,lv,25.74%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,nl,28.65%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,pl,13.76%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,pt,21.45%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,ro,14.72%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,sk,18.59%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,sl,15.67%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,sv,32.53%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,bg,100%,Refers to the total number of measures not taken by automated means.
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,cs,40.59%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,da,27.90%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,de,29.08%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,et,100%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,el,100%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,en,27.42%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,es,14.61%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,fi,100%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,fr,19.42%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,hr,16.53%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,hu,100%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,it,14.04%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,lt,100%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,lv,100%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,nl,69.73%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,pl,14.24%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,pt,16.47%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,ro,40.99%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,sk,100%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,sl,100%,
Only for VLOPs,Booking.com,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,100%,
