Applicability,Service,Reporting period,Category of incompatibility with the provider's terms and conditions,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative ,Number of measures taken after detection with solely automated means ,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled ,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative ,Contextual Information on Number of measures taken after detection with solely automated means ,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled ,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination
All,,2026-01-01/2026-06-30,TOTAL,,"1,056,752","335,474",,"1,149,115",,,,,,,,,46,"39,529",,"36,122",,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ANIMAL_WELFARE,,"2,781",20,,"2,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_ANIMAL_HARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_UNLAWFUL_SALE_ANIMALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_HIDDEN_ADVERTISEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_NONCOMPLIANCE_PRICING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE,,6550,0,,6550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_CYBER_BULLYING_INTIMIDATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_CYBER_INCITEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_BULLYING_AGAINST_GIRLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_INCITEMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,"405,763","19,639",,"425,401",,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_BIOMETRIC_DATA_BREACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_DATA_FALSIFICATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_MISSING_PROCESSING_GROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_OTHER,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,"5,330",0,,"5,286",,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_DEFAMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_DISCRIMINATION,,30,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_HATE_SPEECH,,14,,,,,,,,,,,,12,,,2,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,"4,974",178,,"5,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_COPYRIGHT_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_DESIGN_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_PATENT_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_TRADE_SECRET_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_TRADEMARK_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_MISINFORMATION_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_VIOLATION_EU_LAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_VIOLATION_NATIONAL_LAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_UNSAFE_CHALLENGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_ILLEGAL_ORGANIZATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,,2026-01-01/2026-06-30,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
