Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,49967392,Domain Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,208852,Domain Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,283369,Host Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,,Host Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,6836588,URL Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,2789242458,URL Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,25401,Image Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,,Image Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,,Entity Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,43455,Entity Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,20,Partner Feed Item Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,11,Partner Feed Item Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,,Partner Feed Domain Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,123,Partner Feed Domain Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,,Profile Level Suspensions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,5664,Profile Level Suspensions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,,Review Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,730,Review Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,,"As total accuracy cannot be aggregated across different automated systems, where relevant, accuracy is provided under 'Own initiative' and 'NAM total' below."
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,,"As total precision cannot be aggregated across different automated systems, where relevant, precision is provided under 'Own initiative' and 'NAM total' below."
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,,"As total recall cannot be aggregated across different automated systems, where relevant, recall is provided under 'Own initiative' and 'NAM total' below."
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Own-initiative ,49967392,Domain Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Own-initiative ,208852,Domain Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Own-initiative ,283369,Host Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Own-initiative ,,Host Level Actions
All,Google Search,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means ,Own-initiative ,6836588,URL Level Actions
