Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,fi,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,fi,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,fi,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,fr,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,fr,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,fr,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,ga,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,ga,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,ga,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,hr,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,hr,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,hr,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,hu,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,hu,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,hu,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,it,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,it,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,it,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,lt,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,lt,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,lt,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,lv,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,lv,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,lv,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,mt,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,mt,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,mt,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,nl,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,nl,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,nl,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,pl,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,pl,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,pl,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,pt,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,pt,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,pt,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,ro,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,ro,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,ro,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,sk,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,sk,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,sk,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,sl,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,sl,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,sl,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,sv,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,sv,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
Only for VLOPs,WhatsApp Channels,2026-01-26/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,"Our content review team is global and reviews WhatsApp Channels content using a language-agnostic model, relying on translation systems to enable reviewers to assess content across languages"
