Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Total number,"414,990",
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions upheld,"133,169",
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions partially reversed,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions reversed,"35,728",
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Median time,388.78 hours,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decision omitted,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Number of restrictions newly imposed as a result of an internal complaint,Total number,0,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Total number,568,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions upheld,514,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions partially reversed,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions reversed,54,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Median time,388.67 hours,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Total number,771,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions upheld,687,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions partially reversed,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions reversed,84,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Median time,388.47 hours,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Total number,771,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions upheld,687,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions partially reversed,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions reversed,84,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Median time,388.47 hours,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Total number,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions upheld,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions partially reversed,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions reversed,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Median time,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Total number,0,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions upheld,0,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions partially reversed,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions reversed,0,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Median time,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Total number,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions upheld,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions partially reversed,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions reversed,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Median time,N/A,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies ,Total number,102,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions upheld,3,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions partially reversed,0,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions reversed,2,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Median time,"1,536 hours",
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decision omitted,9,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Percentage of outcomes implemented,0,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Suspensions imposed on repeated offenders,Number of suspensions enacted for the provision of manifestly illegal content ,Total number,0,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Suspensions imposed on repeated offenders,Number of suspensions enacted for the provision of manifestly unfounded notices,Total number,0,
Only for providers of online platforms,Discord,2025-01-01/2025-12-31,Suspensions imposed on repeated offenders,Number of suspensions enacted for the provision of manifestly unfounded complaints,Total number,0,
