Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative,Number of measures taken after detection with solely automated means,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative,Contextual Information on Number of measures taken after detection with solely automated means,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination
All,Vinted Marketplace,2025-01-01/2025-12-31,TOTAL,Only high-level categories are used. Sub-categories are not implemented and therefore cannot be reported on.,28746527,3053977,14341366,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,492332,0,17112,13895717,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,8913180,492009,8386139,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,486129,0,10365,30547,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,106,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,106,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,13846483,2532696,160,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,689,13845634,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,5986758,29272,5955067,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6203,0,6058,19430,,,,,,,,,,,,,,,,
All,Vinted Marketplace,2025-01-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,,,,,,,,,,,,,,,,
