Applicability,Service,Reporting period,Section,Indicator,Scope,Value
Only for VLOPs and VLOSEs,Vinted Marketplace,2025-01-01/2025-12-31,AMAR,Number of average monthly active recipients during the reporting period,TOTAL,n/a
Only for VLOPs and VLOSEs,Vinted Marketplace,2025-01-01/2025-12-31,AMAR,Number of average monthly active recipients during the reporting period,AT,n/a
Only for VLOPs and VLOSEs,Vinted Marketplace,2025-01-01/2025-12-31,AMAR,Number of average monthly active recipients during the reporting period,[...],n/a
Only for VLOPs and VLOSEs,Vinted Marketplace,2025-01-01/2025-12-31,AMAR,Number of average monthly active recipients during the reporting period,SE,n/a
