Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Total number,3308812,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions upheld,2642599,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions partially reversed,n/a,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions reversed,666213,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Median time,25,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decision omitted,n/a,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Number of restrictions newly imposed as a result of an internal complaint,Total number,158625,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Total number,1478311,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions upheld,1294403,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions partially reversed,n/a,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions reversed,183908,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Median time,21,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Total number,142325,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions upheld,134848,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions partially reversed,n/a,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions reversed,7477,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Median time,31,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Total number,935088,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions upheld,724689,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions partially reversed,n/a,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions reversed,210399,
Only for providers of online platforms,Vinted Marketplace,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Median time,42,
