Applicability,Service,Reporting period,Section,Indicator,Scope,Value
Only for VLOPs and VLOSEs,YouTube,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period ,TOTAL,See August 2026 DSA MAR report: https://storage.googleapis.com/transparencyreport/report-downloads/pdf-report-24_2026-1-1_2026-6-30_en_v1.pdf
Only for VLOPs and VLOSEs,YouTube,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period ,AT,See August 2026 DSA MAR report: https://storage.googleapis.com/transparencyreport/report-downloads/pdf-report-24_2026-1-1_2026-6-30_en_v1.pdf
Only for VLOPs and VLOSEs,YouTube,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period ,[...],See August 2026 DSA MAR report: https://storage.googleapis.com/transparencyreport/report-downloads/pdf-report-24_2026-1-1_2026-6-30_en_v1.pdf
Only for VLOPs and VLOSEs,YouTube,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period ,SE,See August 2026 DSA MAR report: https://storage.googleapis.com/transparencyreport/report-downloads/pdf-report-24_2026-1-1_2026-6-30_en_v1.pdf
