Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,2,0,2,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",1,0,1,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,705,0,723,0,5:51:56,,713,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,1,0,1,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_CYBER_HARASSMENT,,1,0,1,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_CYBER_INCITEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_CYBER_STALKING,,1,0,1,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,5,0,5,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,1,0,1,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",696,0,714,0,5:51:56,,713,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,3,0,3,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,2,0,2,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,1,0,1,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,86,0,82,0,15:19:20,,11,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_DATA_FALSIFICATION,,6,0,6,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,4,0,4,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,20,0,19,0,15:19:20,,11,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",56,0,53,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,11,0,11,0,17:54:18,,5,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_DEFAMATION,,11,0,11,0,17:54:18,,5,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_DISCRIMINATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_HATE_SPEECH,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,336,0,269,0,14:07:35.500000,,246,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,235,0,238,0,13:17:19,,227,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,1,0,1,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,29,0,30,0,14:42:41,,19,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",71,0,71,0,15:07:12,,68,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,1,0,1,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,1,0,1,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,15,0,15,0,2:56:30,,3,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,2,0,2,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,11,0,11,0,2:56:30,,3,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,2,0,2,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,101,0,96,0,9:59:12,,45,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,6,0,10,0,10:05:39,,9,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,0,0,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,1,0,1,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_TERRORIST_CONTENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",94,0,85,0,9:52:43,,36,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,2501,0,2570,0,12:53:59.500000,,1032,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,299,0,298,0,9:38:38.500000,,42,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,20,0,22,0,15:09:26,,21,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,75,0,76,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_PHISHING,,1729,0,1759,0,12:11:09,,681,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,76,0,78,0,11:32:46,,73,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",302,0,337,0,14:35:28,,215,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_SELF_MUTILATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_SUICIDE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,28,0,28,0,8:55:54,,3,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,27,0,27,0,8:55:54,,3,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,1,0,1,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,1,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_COORDINATED_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,1,0,0,0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",hosting,2025-02-17/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,28,0,28,0,,,0,0,0,0,,,,,,,,,,
