Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,0,0,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,0,0,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_PHISHING,,0,0,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,0,0,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_OTHER,,0,0,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,13,0,12,,"208,30",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,5,0,5,,"208,30",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_SELF_MUTILATION,,3,0,3,,"257,52",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_SUICIDE,,1,0,1,,"93,95",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_OTHER,"Covers content violating Zalando's Product & Brand Guidelines (T&Cs 2.8) or Community Guidelines ""1.1 Violent or Dangerous Behaviour"" that is not captured by other sub-categories.",4,0,3,,"552,31",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,78,0,78,,"51,44",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,13,0,13,,"86,05",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,65,0,65,,"49,12",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_OTHER,,0,0,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,23,0,22,,"182,70",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_COORDINATED_HARM,,1,0,1,,"518,90",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,0,0,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,15,0,14,,"184,98",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,7,0,7,,"52,54",,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,0,0,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,KEYWORD_OTHER,,0,0,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Zalando,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,261,0,241,,"301,08",,,,,,,,,,,,,,,
