Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,Total number,9768999,
All,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,5676027,
All,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,-,
All,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0.9937,
All,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,-,
All,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,Own-initiative,1503872,
All,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Own-initiative,757378,
All,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Own-initiative,-,
All,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Own-initiative,0.9634,
All,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Own-initiative,-,
"Only for providers of hosting services, including online platforms",Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Total,8265127,
"Only for providers of hosting services, including online platforms",Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Total,4918649,
"Only for providers of hosting services, including online platforms",Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Total,-,
"Only for providers of hosting services, including online platforms",Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Total,0.9992,
"Only for providers of hosting services, including online platforms",Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total,-,
Only for providers of online platforms,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Trusted Flagger,2,
Only for providers of online platforms,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,0,
Only for providers of online platforms,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,-,
Only for providers of online platforms,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,-,
Only for providers of online platforms,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,-,
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,bg,,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,[...],,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,sv,,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,bg,,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,[...],,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sv,,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,N/A to Grindr
Only for VLOPs,Grindr,2025-02-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,N/A to Grindr
