Applicabilité,Service,Période couverte par le rapport,Catégorie de contenu illicite,Description de la sous-catégorie «Autre»,Champ d’application,Nombre d’injonctions d’agir contre des contenus illicites reçues,Nombre d’éléments d’information spécifiques inclus dans le nombre total d’injonctions d’agir contre des contenus illicites,Délai médian nécessaire pour informer l’autorité de la réception de l’injonction d’agir contre des contenus illicites,Délai médian nécessaire pour donner suite à l’injonction d’agir contre des contenus illicites,Nombre d’injonctions de fournir des informations,Délai médian nécessaire pour informer l’autorité de la réception de l’injonction de fournir des informations,Délai médian nécessaire pour donner suite à l’injonction de fournir des informations,Informations contextuelles sur Nombre d’injonctions d’agir contre des contenus illicites reçues,Informations contextuelles sur Nombre d’éléments d’information spécifiques inclus dans le nombre total d’injonctions d’agir contre des contenus illicites,Informations contextuelles sur Délai médian nécessaire pour informer l’autorité de la réception de l’injonction d’agir contre des contenus illicites,Informations contextuelles sur Délai médian nécessaire pour donner suite à l’injonction d’agir contre des contenus illicites,Informations contextuelles sur Nombre d’injonctions de fournir des informations,Informations contextuelles sur Délai médian nécessaire pour informer l’autorité de la réception de l’injonction de fournir des informations,Informations contextuelles sur Délai médian nécessaire pour donner suite à l’injonction de fournir des informations
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,TOTAL,,TOTAL,0,0,0,0,2,238,217,,,,,"- Demande de la DGCCRF d'obtenir des informations sur un vendeur, sans apport de raisons motivant la demande
- Demande de la DCE d'obtenir des informations hors champ Marketplace sur un client, sans apport de raisons motivant la demande","- Demande DCE : La marketplace n'étant pas habilitée à donner les informations recherchées sur un client, la demande a été transmise au service habilité","- Demande DCE : Le temps de traitement n'est pas précisé dans ce fichier, dans la mesure où il ne concerne pas une demande sur la Marketplace"
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,TOTAL,0,0,0,0,0,0,0,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_ANIMAL_HARM,,TOTAL,,,,,,,,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,TOTAL,0,0,0,0,0,0,0,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,TOTAL,0,0,0,0,0,0,0,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,TOTAL,0,0,0,0,0,0,0,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,TOTAL,0,0,0,0,0,0,0,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,TOTAL,0,0,0,0,0,0,0,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,TOTAL,0,0,0,0,0,0,0,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,TOTAL,0,0,0,0,0,0,0,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,TOTAL,0,0,0,0,0,0,0,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,TOTAL,0,0,0,0,0,0,0,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,TOTAL,,,,,,,,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,TOTAL,,,,,,,,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,TOTAL,,,,,,,,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,TOTAL,,,,,,,,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING,,TOTAL,,,,,,,,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,TOTAL,,,,,,,,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,TOTAL,,,,,,,,,,,,,,
Tous,Marketplace Carrefour.fr,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,TOTAL,,,,,,,,,,,,,,
