Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Total number,2388,Global user complaints.
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions upheld,814,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions partially reversed,0,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions reversed,1574,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Median time,27,Estimated based on available data. Flickr is working to improve the precision of resolution-time tracking.
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decision omitted,0,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Number of restrictions newly imposed as a result of an internal complaint,Total number,0,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Total number,11,Global user complaints regarding visibility restrictions based on T&C violations. These complaints primarily involved content safety-level reclassifications and content disabling actions taken by Flickr's Trust & Safety team.
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions upheld,0,Global user complaints regarding visibility restrictions based on T&C violations. These complaints primarily involved content safety-level reclassifications and content disabling actions taken by Flickr's Trust & Safety team.
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions partially reversed,0,Global user complaints regarding visibility restrictions based on T&C violations. These complaints primarily involved content safety-level reclassifications and content disabling actions taken by Flickr's Trust & Safety team.
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions reversed,11,Global user complaints regarding visibility restrictions based on T&C violations. These complaints primarily involved content safety-level reclassifications and content disabling actions taken by Flickr's Trust & Safety team.
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Median time,16,Estimated based on available data. Flickr is working to improve the precision of resolution-time tracking
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Total number,0,Global user complaints regarding temporary suspension of some features of the product.
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions upheld,0,"Global user complaints regarding account deletion and prohibition of account creation based on automated risk scoring. The majority of these complaints relate to Flickr's use of automated fraud prevention system (Sift), which evaluates signals including IP reputation, domains, device fingerprinting, and behavioral patterns at account creation and during account usage. The 65.8% reversal rate reflects Flickr's effort to prioritize platform integrity at scale, with the complaint mechanism serving as the correction path for affected legitimate users. Flickr made iterative adjustments to scoring thresholds throughout the reporting period in response to complaint and reversal data."
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions partially reversed,0,"Global user complaints regarding account deletion and prohibition of account creation based on automated risk scoring. The majority of these complaints relate to Flickr's use of automated fraud prevention system (Sift), which evaluates signals including IP reputation, domains, device fingerprinting, and behavioral patterns at account creation and during account usage. The 65.8% reversal rate reflects Flickr's effort to prioritize platform integrity at scale, with the complaint mechanism serving as the correction path for affected legitimate users. Flickr made iterative adjustments to scoring thresholds throughout the reporting period in response to complaint and reversal data."
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions reversed,0,"Global user complaints regarding account deletion and prohibition of account creation based on automated risk scoring. The majority of these complaints relate to Flickr's use of automated fraud prevention system (Sift), which evaluates signals including IP reputation, domains, device fingerprinting, and behavioral patterns at account creation and during account usage. The 65.8% reversal rate reflects Flickr's effort to prioritize platform integrity at scale, with the complaint mechanism serving as the correction path for affected legitimate users. Flickr made iterative adjustments to scoring thresholds throughout the reporting period in response to complaint and reversal data."
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Median time,0,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Total number,2377,"Global user complaints regarding account deletion and prohibition of account creation based on automated risk scoring. The majority of these complaints relate to Flickr's use of automated fraud prevention system (Sift), which evaluates signals including IP reputation, domains, device fingerprinting, and behavioral patterns at account creation and during account usage. The 65.8% reversal rate reflects Flickr's effort to prioritize platform integrity at scale, with the complaint mechanism serving as the correction path for affected legitimate users. Flickr made iterative adjustments to scoring thresholds throughout the reporting period in response to complaint and reversal data."
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions upheld,814,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions partially reversed,0,"Global user complaints regarding account deletion and prohibition of account creation based on automated risk scoring. The majority of these complaints relate to Flickr's use of automated fraud prevention system (Sift), which evaluates signals including IP reputation, domains, device fingerprinting, and behavioral patterns at account creation and during account usage. The 65.8% reversal rate reflects Flickr's effort to prioritize platform integrity at scale, with the complaint mechanism serving as the correction path for affected legitimate users. Flickr made iterative adjustments to scoring thresholds throughout the reporting period in response to complaint and reversal data."
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions reversed,1563,"The 65.8% reversal rate for account complaints reflects Flickr's use of the automated fraud prevention system (Sift) to prioritize platform integrity at scale, with the complaint mechanism serving as the correction path for affected legitimate users,"
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Median time,32,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Total number,,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions upheld,,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions partially reversed,,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions reversed,,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Median time,,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Total number,0,"Flickr's content moderation workflows processed notices and enforcement actions through separate operational systems. As a result, Flickr is unable to report a direct correlation between individual notices received and specific enforcement actions taken in response. These fields are reported as zero not because no action was taken on noticed content, but because the notice-to-action correlation cannot be established with Flickr's current infrastructure. Flickr is actively working to integrate these systems to enable more granular reporting in future transparency reports."
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions upheld,0,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions partially reversed,0,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions reversed,0,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Median time,0,
Only for providers of online platforms,Flickr,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Total number,0,
