,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Applicabilité,Service,Période couverte par le rapport,Catégorie de contenu illicite,Description de la sous-catégorie «Autre»,Champ d’application,Nombre d’injonctions d’agir contre des contenus illicites reçues,Nombre d’éléments d’information spécifiques inclus dans le nombre total d’injonctions d’agir contre des contenus illicites,Délai médian nécessaire pour informer l’autorité de la réception de l’injonction d’agir contre des contenus illicites,Délai médian nécessaire pour donner suite à l’injonction d’agir contre des contenus illicites,Nombre d’injonctions de fournir des informations,Délai médian nécessaire pour informer l’autorité de la réception de l’injonction de fournir des informations,Délai médian nécessaire pour donner suite à l’injonction de fournir des informations,Informations contextuelles sur Nombre d’injonctions d’agir contre des contenus illicites reçues,Informations contextuelles sur Nombre d’éléments d’information spécifiques inclus dans le nombre total d’injonctions d’agir contre des contenus illicites,Informations contextuelles sur Délai médian nécessaire pour informer l’autorité de la réception de l’injonction d’agir contre des contenus illicites,Informations contextuelles sur Délai médian nécessaire pour donner suite à l’injonction d’agir contre des contenus illicites,Informations contextuelles sur Nombre d’injonctions de fournir des informations,Informations contextuelles sur Délai médian nécessaire pour informer l’autorité de la réception de l’injonction de fournir des informations,Informations contextuelles sur Délai médian nécessaire pour donner suite à l’injonction de fournir des informations
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Organes de règlement extrajudiciaire des litiges,Nombre de litiges transmis aux organes de règlement extrajudiciaire des litiges,Nombre total,0,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Organes de règlement extrajudiciaire des litiges,Nombre de litiges transmis aux organes de règlement extrajudiciaire des litiges,Décisions confirmées,0,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Organes de règlement extrajudiciaire des litiges,Nombre de litiges transmis aux organes de règlement extrajudiciaire des litiges,Décisions partiellement infirmées,0,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Organes de règlement extrajudiciaire des litiges,Nombre de litiges transmis aux organes de règlement extrajudiciaire des litiges,Décisions infirmées,0,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Organes de règlement extrajudiciaire des litiges,Nombre de litiges transmis aux organes de règlement extrajudiciaire des litiges,Délai médian,0,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Organes de règlement extrajudiciaire des litiges,Nombre de litiges transmis aux organes de règlement extrajudiciaire des litiges,Décisions non prises,0,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Organes de règlement extrajudiciaire des litiges,Nombre de litiges transmis aux organes de règlement extrajudiciaire des litiges,Pourcentage des résultats mis en œuvre,0,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Suspensions imposées aux récidivistes,Nombre de suspensions prononcées en raison de la fourniture de contenus manifestement illicites,Nombre total,0,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Suspensions imposées aux récidivistes,Nombre de suspensions prononcées en raison de la soumission de notifications manifestement infondées,Nombre total,0,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Suspensions imposées aux récidivistes,Nombre de suspensions prononcées en raison de la soumission de réclamations manifestement infondées,Nombre total,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
MOYENS AUTOMATISES,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Applicabilité,Service,Période couverte par le rapport,Section,Indicateur,Champ d’application,Valeur,Informations contextuelles,,,,,,,,,,,,
Tous,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de mesures prises par des moyens automatisés uniquement,Nombre total,0,,,,,,,,,,,,,
Tous,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de mesures non prises par des moyens automatisés,Nombre total,52,,,,,,,,,,,,,
Tous,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Précision,Nombre total,0,,,,,,,,,,,,,
Tous,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Exactitude,Nombre total,0,,,,,,,,,,,,,
Tous,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Rappel,Nombre total,0,,,,,,,,,,,,,
Tous,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de mesures prises par des moyens automatisés uniquement,Initiative propre,0,,,,,,,,,,,,,
Tous,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de mesures non prises par des moyens automatisés,Initiative propre,0,,,,,,,,,,,,,
Tous,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Précision,Initiative propre,0,,,,,,,,,,,,,
Tous,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Exactitude,Initiative propre,0,,,,,,,,,,,,,
Tous,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Rappel,Initiative propre,0,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de notifications traitées par des moyens automatisés uniquement,MNA - Total,52,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de notifications non traitées par des moyens automatisés,MNA - Total,0,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Précision,MNA - Total,0,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Exactitude,MNA - Total,0,,,,,,,,,,,,,
"Uniquement pour les fournisseurs de services d’hébergement, y compris les plateformes en ligne",Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Rappel,MNA - Total,0,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de notifications traitées par des moyens automatisés uniquement,MNA - Signaleur de confiance,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de notifications non traitées par des moyens automatisés,MNA - Signaleur de confiance,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Précision,MNA - Signaleur de confiance,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Exactitude,MNA - Signaleur de confiance,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de plateformes en ligne,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Rappel,MNA - Signaleur de confiance,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de mesures prises par des moyens automatisés uniquement,bg,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de mesures prises par des moyens automatisés uniquement,[...],,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de mesures prises par des moyens automatisés uniquement,sv,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de mesures non prises par des moyens automatisés,bg,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de mesures non prises par des moyens automatisés,[...],,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Nombre de mesures non prises par des moyens automatisés,sv,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Précision,bg,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Exactitude,[...],,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Rappel,sv,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Précision,bg,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Exactitude,[...],,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Rappel,sv,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Précision,bg,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Exactitude,[...],,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,Veepee - Privalia,2024-02-17 / 2024-12-31,Recours à des moyens automatisés à des fins de modération des contenus,Précision des moyens automatisés - Rappel,sv,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RESSOUCES HUMAINES,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Applicabilité,Service,Période couverte par le rapport,Section,Indicateur,Champ d’application,Valeur,Informations contextuelles,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Ressources humaines chargées de la modération des contenus,Nombre de modérateurs employés sous contrat interne par le fournisseur,Nombre total,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Ressources humaines chargées de la modération des contenus,Nombre de modérateurs employés sous contrat externe par le fournisseur,Nombre total,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Ressources humaines chargées de la modération des contenus,Nombre total de modérateurs disposant de connaissances linguistiques suffisantes,Nombre total,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Ressources humaines chargées de la modération des contenus,Nombre total de modérateurs disposant de connaissances linguistiques suffisantes,bg,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Ressources humaines chargées de la modération des contenus,Nombre total de modérateurs disposant de connaissances linguistiques suffisantes,[...],,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Ressources humaines chargées de la modération des contenus,Nombre total de modérateurs disposant de connaissances linguistiques suffisantes,sv,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
NMDA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Applicabilité,Service,Période couverte par le rapport,Section,Indicateur,Champ d’application,Valeur,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP et de VLOSE,,2024-02-17 / 2024-12-31,NMDA,Nombre mensuel moyen de destinataires actifs au cours de la période couverte par le rapport,TOTAL,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP et de VLOSE,,2024-02-17 / 2024-12-31,NMDA,Nombre mensuel moyen de destinataires actifs au cours de la période couverte par le rapport,AT,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP et de VLOSE,,2024-02-17 / 2024-12-31,NMDA,Nombre mensuel moyen de destinataires actifs au cours de la période couverte par le rapport,[...],,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP et de VLOSE,,2024-02-17 / 2024-12-31,NMDA,Nombre mensuel moyen de destinataires actifs au cours de la période couverte par le rapport,SE,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
QUALITATIF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Applicabilité,Service,Période couverte par le rapport,Indicateur,Valeur,,,,,,,,,,,,,,,
Tous,,2024-02-17 / 2024-12-31,Récapitulatif des activités de modération des contenus auxquelles se sont livrés les fournisseurs de leur propre initiative,Texte libre,,,,,,,,,,,,,,,
Tous,,2024-02-17 / 2024-12-31,Informations utiles et compréhensibles sur les activités de modération des contenus auxquelles se sont livrés les fournisseurs de leur propre initiative,Texte libre,,,,,,,,,,,,,,,
Tous,,2024-02-17 / 2024-12-31,Description qualitative des moyens automatisés,Texte libre,,,,,,,,,,,,,,,
Tous,,2024-02-17 / 2024-12-31,Description qualitative des indicateurs de précision et du taux d’erreur possible des moyens automatisés,Texte libre,,,,,,,,,,,,,,,
Tous,,2024-02-17 / 2024-12-31,Indication des objectifs précis du recours à des moyens automatisés,Texte libre,,,,,,,,,,,,,,,
Tous,,2024-02-17 / 2024-12-31,Mesures de sauvegarde appliquées en cas de recours à des moyens automatisés,Texte libre,,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Description générale de la structure de gouvernance des activités de modération des contenus,Texte libre,,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Qualifications des ressources humaines chargées de la modération des contenus,Texte libre,,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Formation dispensée aux ressources humaines chargées de la modération des contenus,Texte libre,,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Accompagnement apporté aux ressources humaines chargées de la modération des contenus,Texte libre,,,,,,,,,,,,,,,
Uniquement pour les fournisseurs de VLOP,,2024-02-17 / 2024-12-31,Méthodologie utilisée pour calculer le nombre de ressources humaines chargées de la modération des contenus,Texte libre,,,,,,,,,,,,,,,
