Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual information
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,TOTAL,193929458,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,AT,5165087,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,BE,6230655,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,BG,170886,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,CY,77594,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,CZ,197570,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,DE,52756342,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,DK,603100,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,EE,100239,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,ES,27911888,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,FI,206630,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,FR,38767971,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,GR,193259,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,HR,232501,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,HU,158090,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,IE,3141435,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,IT,38138528,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,LT,124963,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,LU,467003,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,LV,93744,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,MT,92216,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,NL,6647928,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,PL,5376762,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,PT,2797636,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,RO,236169,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,SE,3744005,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,SI,229447,
Only for VLOPs and VLOSEs,Amazon Store,2026-01-01/2026-06-30,AMAR,Number of average monthly active recipients during the reporting period,SK,67810,
