Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,24064847.0,
All,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,127370650.0,
All,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,0.98,
All,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0.88,
All,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,0.99,
All,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,Own-initiative ,23595638.0,
All,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Own-initiative ,126908515.0,
All,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Own-initiative ,0.99,
All,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Own-initiative ,0.88,
All,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Own-initiative ,0.99,
"Only for providers of hosting services, including online platforms",Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means ,NAM Total,469209.0,
"Only for providers of hosting services, including online platforms",Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Total,462061.0,
"Only for providers of hosting services, including online platforms",Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Total,0.93,
"Only for providers of hosting services, including online platforms",Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Total,0.93,
"Only for providers of hosting services, including online platforms",Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total,1.0,
Only for providers of online platforms,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means ,NAM Trusted Flagger,0.0,
Only for providers of online platforms,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,74.0,
Only for providers of online platforms,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,,
Only for providers of online platforms,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,,
Only for providers of online platforms,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,BE,638088.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,BE,5982537.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,BE,0.95,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,BE,0.54,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,BE,0.98,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,DE,7097593.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,DE,32729113.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,DE,0.99,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,DE,0.91,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,DE,0.99,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,ES,3746399.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,ES,26915355.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,ES,0.98,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,ES,0.9,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,ES,0.99,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,FR,5120746.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,FR,16839659.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,FR,0.99,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,FR,0.9,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,FR,0.99,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,IE,218890.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,IE,2050028.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,IE,0.98,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,IE,0.83,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,IE,0.98,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,IT,3935148.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,IT,15017340.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,IT,0.99,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,IT,0.89,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,IT,0.99,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,NL,1289666.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,NL,10664940.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NL,0.97,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NL,0.84,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NL,0.99,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,PL,912551.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,PL,6334865.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,PL,0.96,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,PL,0.83,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,PL,0.99,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,SE,1105766.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,SE,10836813.0,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,SE,0.94,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,SE,0.76,
Only for VLOPs,Amazon Store,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,SE,0.99,
Only for VLOPs,,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,bg,,
Only for VLOPs,,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,[...],,
Only for VLOPs,,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,sv,,
Only for VLOPs,,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,bg,,
Only for VLOPs,,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,[...],,
Only for VLOPs,,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sv,,
