Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual information
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of internal moderators employed by the provider,Total number,1799,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of external moderators contracted by the provider,Total number,33,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of total moderators with sufficient linguistic expertise ,Total number,1832,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of total moderators with sufficient linguistic expertise ,de,187,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of total moderators with sufficient linguistic expertise ,en,1506,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of total moderators with sufficient linguistic expertise ,es,100,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of total moderators with sufficient linguistic expertise ,fr,116,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of total moderators with sufficient linguistic expertise ,it,111,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of total moderators with sufficient linguistic expertise ,nl,64,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of total moderators with sufficient linguistic expertise ,pl,46,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of total moderators with sufficient linguistic expertise ,pt,9,
Only for VLOPs,Amazon Store,2026-01-01/2026-06-30,Human resources dedicated to content moderation ,Number of total moderators with sufficient linguistic expertise ,sv,40,
