Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,TOTAL,,279087,0,240800,0,22,0,0,0,79976,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_ANIMAL_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,10715,0,9290,0,33,0,0,0,4115,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,3409,0,3361,0,37,0,0,0,564,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,,,,,,,,,,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,1677,0,1400,0,30,0,0,0,574,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_DEFAMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_DISCRIMINATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_HATE_SPEECH,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,3874,0,3611,0,49,0,0,0,663,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,219,0,196,0,32,0,0,0,42,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,57,0,54,0,14,0,0,0,7,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,65,0,60,0,24,0,0,0,8,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Upwork Global LLC,2025-01-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,,,,,,,,,,,,,,,,,,,,
