Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,TOTAL,,3005,30,2053,18,37643,77,466,4,2539,26,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_ANIMAL_HARM,,1,0,1,0,74409,,0,0,1,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,21,0,18,0,71137,0,0,0,18,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,11,0,2,0,80138,0,2,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,105,0,33,0,54633,0,33,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,14,0,1,0,67985,0,1,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,21,0,1,0,74677,0,1,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_OTHER,"Różnorodne zgłoszenia, z których nie wszystkie dotyczą naruszeń prawa lub regulaminu. Wiele z nich odnosi się do skarg na zamówienia, sklepy lub produkty. Najczęściej zgłoszenia dotyczyły problemów z zamówieniami, takich jak brak opłacenia zamówienia, błędne dane kontaktowe, anulowanie zamówień z powodu błędów systemowych lub nieprawidłowych informacji o dostępności produktów. Skargi na sklepy obejmowały oskarżenia lub podejrzenia o sprzedaż produktów nie spełniających odpowiednich wymagów (potencjalnych podróbek lub niebezpiecznych produktów), niezgodność danych firmowych lub osobowych oraz podejrzenia nieuczciwych praktyk handlowych. Zgłoszenia często dotyczyły problemów technicznych związanych z funkcjonowaniem strony internetowej lub systemu zamówień.",83,2,34,1,68158,41610,34,1,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
