Applicability,Service,Reporting period,Section,Indicator,Scope,Value
Only for VLOPs and VLOSEs,,YYYY-MM-DD/YYYY-MM-DD,AMAR,Number of average monthly active recipients during the reporting period,TOTAL,
Only for VLOPs and VLOSEs,,YYYY-MM-DD/YYYY-MM-DD,AMAR,Number of average monthly active recipients during the reporting period,AT,
Only for VLOPs and VLOSEs,,YYYY-MM-DD/YYYY-MM-DD,AMAR,Number of average monthly active recipients during the reporting period,[...],
Only for VLOPs and VLOSEs,,YYYY-MM-DD/YYYY-MM-DD,AMAR,Number of average monthly active recipients during the reporting period,SE,
