Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Ceneo.pl,2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,Total number,0,
All,Ceneo.pl,2025-01-01/2025-12-32,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,0,
All,Ceneo.pl,2025-01-01/2025-12-33,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,0,
All,Ceneo.pl,2025-01-01/2025-12-34,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0,
All,Ceneo.pl,2025-01-01/2025-12-35,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,0,
All,Ceneo.pl,2025-01-01/2025-12-36,Use of automated means for content moderation,Number of measures solely taken by automated means,Own-initiative,0,
All,Ceneo.pl,2025-01-01/2025-12-37,Use of automated means for content moderation,Number of measures not taken by automated means,Own-initiative,0,
All,Ceneo.pl,2025-01-01/2025-12-38,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Own-initiative,0,
All,Ceneo.pl,2025-01-01/2025-12-39,Use of automated means for content moderation,Accuracy of the automated means - Precision,Own-initiative,0,
All,Ceneo.pl,2025-01-01/2025-12-40,Use of automated means for content moderation,Accuracy of the automated means - Recall,Own-initiative,0,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-41,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Total,0,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-42,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Total,0,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-43,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Total,0,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-44,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Total,0,
"Only for providers of hosting services, including online platforms",Ceneo.pl,2025-01-01/2025-12-45,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total,0,
Only for providers of online platforms,Ceneo.pl,2025-01-01/2025-12-46,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Trusted Flagger,0,
Only for providers of online platforms,Ceneo.pl,2025-01-01/2025-12-47,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,0,
Only for providers of online platforms,Ceneo.pl,2025-01-01/2025-12-48,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,0,
Only for providers of online platforms,Ceneo.pl,2025-01-01/2025-12-49,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,0,
Only for providers of online platforms,Ceneo.pl,2025-01-01/2025-12-50,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,0,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-51,Use of automated means for content moderation,Number of measures solely taken by automated means,bg,,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-52,Use of automated means for content moderation,Number of measures solely taken by automated means,[...],,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-53,Use of automated means for content moderation,Number of measures solely taken by automated means,sv,,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-54,Use of automated means for content moderation,Number of measures not taken by automated means,bg,,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-55,Use of automated means for content moderation,Number of measures not taken by automated means,[...],,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-56,Use of automated means for content moderation,Number of measures not taken by automated means,sv,,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-57,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-58,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-59,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-60,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-61,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-62,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-63,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,bg,,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-64,Use of automated means for content moderation,Accuracy of the automated means - Precision,[...],,
Only for VLOPs,Ceneo.pl,2025-01-01/2025-12-65,Use of automated means for content moderation,Accuracy of the automated means - Recall,sv,,
