Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures solely taken by automated means,Total number,"162,037","162,037"
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,"7,894",
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,0.4832,Vercucy (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0.4000,Vercucy (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,0.0352,Vercucy (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,0.4386,Safer (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0.7143,Safer (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,0.0035,Safer (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,0.0000,OffLimit (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0.0000,OffLimit (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,0.0000,OffLimit (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,0.5126,StopNcii (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0.9412,StopNcii (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,0.0113,StopNcii (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,0.4947,GoogleSafety (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0.5000,GoogleSafety (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,0.0042,GoogleSafety (videos)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,0.0000,GoogleSafety (images)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0.0000,GoogleSafety (images)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,0.0000,GoogleSafety (images)
All,XNXX.COM,2026-01-01/2026-06-30,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,0.1459,Hive (videos)
