Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,TOTAL,,"17,835",0,"17,837",0,18.93,0,34,0,"17,803",0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ANIMAL_WELFARE,,4,0,4,0,35.34,0,4,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_ANIMAL_HARM,,4,0,4,0,35.34,0,4,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_UNLAWFUL_SALE_ANIMALS,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,"17,335",0,"17,335",0,19.15,0,0,0,"17,335",0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_HIDDEN_ADVERTISEMENT,,"17,335",0,"17,335",0,19.15,0,0,0,"17,335",0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_NONCOMPLIANCE_PRICING,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE,,163,0,163,0,0.20,0,20,0,143,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_BULLYING_INTIMIDATION,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT,,4,0,4,0,0.23,0,0,0,4,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_INCITEMENT,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,71,0,71,0,0.23,0,3,0,68,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,4,0,4,0,0.22,0,3,0,1,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,Private information,23,0,23,0,0.19,0,0,0,23,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,Extortion,61,0,61,0,0.19,0,14,0,47,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_BULLYING_AGAINST_GIRLS,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_INCITEMENT_AGAINST_WOMEN,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_BIOMETRIC_DATA_BREACH,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_DATA_FALSIFICATION,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_MISSING_PROCESSING_GROUND,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_DEFAMATION,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_DISCRIMINATION,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_HATE_SPEECH,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,6,0,6,0,0.39,0,0,0,6,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_COPYRIGHT_INFRINGEMENT,,6,0,6,0,0.39,0,0,0,6,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_DESIGN_INFRINGEMENT,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
Only for providers of hosting services including online platforms,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_PATENT_INFRINGEMENT,,0,0,0,0,0.00,0,0,0,0,0,,,,,,,,,,
