Applicability,Service,Reporting period,Category of incompatibility with the provider's terms and conditions,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative,Number of measures taken after detection with solely automated means,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative,Contextual Information on Number of measures taken after detection with solely automated means,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination
All,XNXX.COM,2026-01-01/2026-06-30,TOTAL,,"164,356","161,848",77,"162,959",779,0,0,0,0,0,0,0,0,0,1,540,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ANIMAL_WELFARE,,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_ANIMAL_HARM,,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_UNLAWFUL_SALE_ANIMALS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,"163,162","160,980",48,"162,779",0,0,0,0,0,0,0,0,0,0,0,335,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_HIDDEN_ADVERTISEMENT,,"163,162","160,980",48,"162,779",0,0,0,0,0,0,0,0,0,0,0,335,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_NONCOMPLIANCE_PRICING,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE,,238,8,25,20,0,0,0,0,0,0,0,0,0,0,0,193,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_BULLYING_INTIMIDATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT,,126,3,4,0,0,0,0,0,0,0,0,0,0,0,0,122,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_INCITEMENT,,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,68,0,3,1,0,0,0,0,0,0,0,0,0,0,0,64,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,17,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,Private information,25,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,Extortion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_BULLYING_AGAINST_GIRLS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_INCITEMENT_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_BIOMETRIC_DATA_BREACH,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_DATA_FALSIFICATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_MISSING_PROCESSING_GROUND,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_DEFAMATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_DISCRIMINATION,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_HATE_SPEECH,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,27,25,0,25,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_COPYRIGHT_INFRINGEMENT,,27,25,0,25,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_DESIGN_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_PATENT_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_TRADE_SECRET_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_TRADEMARK_INFRINGEMENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,KEYWORD_OTHER,No other sub-categories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
All,XNXX.COM,2026-01-01/2026-06-30,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
