Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received ,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_DISCRIMINATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_HATE_SPEECH,,440,0,441,0,16.05,0,,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,24,24,364,364,2.88,2.88,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,24,24,364,364,2.88,2.88,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2025-07-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,0,0,0,0,0,0,,,,,,,,,"During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.","During the reporting period, we did not receive any notices related to this category. The median time is listed as 0 - as it applies to Pinterest - but the result of that practice during the reporting period is zero.",,,,
