Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,2267577,
All,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,1202810,
All,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,,"As total accuracy cannot be aggregated across different automated systems, where relevant, accuracy is provided under 'Own initiative' and 'NAM total' below."
All,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,,"As total precision cannot be aggregated across different automated systems, where relevant, precision is provided under 'Own initiative' and 'NAM total' below."
All,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,,"As total recall cannot be aggregated across different automated systems, where relevant, recall is provided under 'Own initiative' and 'NAM total' below."
All,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,Own-initiative ,2267577,
All,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Own-initiative ,1202810,
All,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Own-initiative ,0.9675,Google Ads Safety Automated Classification System
All,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Own-initiative ,0.9242,Google Ads Safety Automated Classification System
All,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Own-initiative ,1,Google Ads Safety Automated Classification System
"Only for providers of hosting services, including online platforms",Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means ,NAM Total,,
"Only for providers of hosting services, including online platforms",Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Total,,
"Only for providers of hosting services, including online platforms",Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Total,,
"Only for providers of hosting services, including online platforms",Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Total,,
"Only for providers of hosting services, including online platforms",Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total,,
Only for providers of online platforms,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means ,NAM Trusted Flagger,,
Only for providers of online platforms,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,,
Only for providers of online platforms,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,,
Only for providers of online platforms,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,,
Only for providers of online platforms,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,bg,22335,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,hr,8190,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,cs,55473,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,da,37894,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,nl,145659,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,en,328133,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,et,5847,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,fi,18995,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,fr,371690,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,de,436111,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,el,50976,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,hu,39331,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,ga,641,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,it,158924,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,lv,5662,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,lt,12487,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,mt,2526,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,pl,158247,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,pt,34354,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,ro,60006,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,sk,25268,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,sl,6447,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,es,171115,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,sv,43485,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,bg,16566,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,hr,3919,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,cs,37333,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,da,66779,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,nl,81026,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,en,166676,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,et,1508,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,fi,10410,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,fr,164046,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,de,139810,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,el,21441,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,hu,47179,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,ga,6,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,it,86916,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,lv,4243,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,lt,5737,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,mt,19,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,pl,103047,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,pt,12932,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,ro,28150,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sk,15816,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sl,1805,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,es,147108,
Only for VLOPs,Google Maps,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,sv,19302,
