Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,TOTAL,,18285,3,25179,5,0.22,16,307,0,24261,3,"Vimeo is committed to providing granular and transparent data in accordance with the Digital Services Act. To this end, we have worked to the best of our ability to organize and map our internal moderation data to the specific categories and subcategories defined by the regulator. Due to current system and tooling limitations, and in the spirit of full transparency, the following disclosures include global data collected during the reporting period across all reporting channels. It is important to note that while we strive for total alignment, our internal flagging systems and community guidelines may not always correspond perfectly with the regulator’s standardized terminology. In such instances, we have applied a ""best-fit"" methodology to ensure that our disclosures remain as accurate and representative as possible. We continue to mature our internal reporting infrastructure to improve the precision of these mappings in future reporting cycles.",,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,3,0,3,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_ANIMAL_HARM,,3,0,3,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,1160,0,1160,0,0.5,0,0,0,293,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,11,0,11,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,1142,0,1142,0,0.5,0,0,0,293,0,,,,,,,,,,
