Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,Own-initiative,160844,
All,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Own-initiative,223694,
All,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Own-initiative,N/A,"During this reporting period, Vimeo did not utilize AI models to support its content moderation measures. Therefore, Vimeo is unable to provide data related to the recall of automated means, which is required for our systems to correctly calculate an accuracy level. Vimeo is continually working to enhance its current protocols to strengthen content moderation practices, which may include the implementation of AI-driven measures in the future."
All,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Own-initiative,0.99380717,
All,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Own-initiative,N/A,"During this reporting period, Vimeo did not utilize AI models to support its content moderation measures. Therefore, Vimeo is unable to provide data related to the recall of automated means, which is required for our systems to correctly calculate an accuracy level. Vimeo is continually working to enhance its current protocols to strengthen content moderation practices, which may include the implementation of AI-driven measures in the future."
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Total,N/A,User Notices were not solely processed by automated means during this reporting period.
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Total,16657,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Total,N/A,User Notices were not solely processed by automated means during this reporting period.
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Total,N/A,User Notices were not solely processed by automated means during this reporting period.
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total,N/A,User Notices were not solely processed by automated means during this reporting period.
Only for providers of online platforms,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Trusted Flagger,N/A,Trusted Flagger notices were manually reviewed and actioned during this reporting period.
Only for providers of online platforms,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,3,
Only for providers of online platforms,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,N/A,Trusted Flagger notices were manually reviewed and actioned during this reporting period.
Only for providers of online platforms,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,N/A,Trusted Flagger notices were manually reviewed and actioned during this reporting period.
Only for providers of online platforms,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Trusted Flagger,N/A,Trusted Flagger notices were manually reviewed and actioned during this reporting period.
Only for VLOPs,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,bg,N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
Only for VLOPs,"Vimeo.com, Inc.",2025-01-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,[...],N/A,"Vimeo.com, Inc. is not considered a VLOP under the DSA"
