Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Total number,3130004,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions upheld,2713701,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions partially reversed,25446,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions reversed,390857,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Median time,0,"In accordance with the instructions in Annex II to the Commission Implementing Regulation (EU) 2024/2835, we have reported all median time indicators in hours, rounded to the nearest whole number. Thus, a median time of “0” indicates that the median time was under 1 hour."
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decision omitted,0,"Content will always be reviewed where it is the subject of an appeal, even if the user's account restriction has already expired."
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Number of restrictions newly imposed as a result of an internal complaint,Total number,0,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Total number,374241,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions upheld,253568,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions partially reversed,25407,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions reversed,95266,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Median time,0,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Total number,0,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions upheld,0,
Only for providers of online platforms,Roblox Corporation,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions partially reversed,0,
