Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,,YYYY-MM-DD/YYYY-MM-DD,Use of automated means for content moderation,Number of measures solely taken by automated means,0,,
All,,YYYY-MM-DD/YYYY-MM-DD,Use of automated means for content moderation,Number of measures not taken by automated means,0,,
All,,YYYY-MM-DD/YYYY-MM-DD,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,0,,
All,,YYYY-MM-DD/YYYY-MM-DD,Use of automated means for content moderation,Accuracy of the automated means - Precision,0,,
All,,YYYY-MM-DD/YYYY-MM-DD,Use of automated means for content moderation,Accuracy of the automated means - Recall,0,,
All,,YYYY-MM-DD/YYYY-MM-DD,Use of automated means for content moderation,Number of measures solely taken by automated means,0,,
All,,YYYY-MM-DD/YYYY-MM-DD,Use of automated means for content moderation,Number of measures not taken by automated means,0,,
All,,YYYY-MM-DD/YYYY-MM-DD,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,0,,
All,,YYYY-MM-DD/YYYY-MM-DD,Use of automated means for content moderation,Accuracy of the automated means - Precision,0,,
All,,YYYY-MM-DD/YYYY-MM-DD,Use of automated means for content moderation,Accuracy of the automated means - Recall,0,,
,,,,,,,
NOT APPLICABLE AS SQUARE ENIX DOES NOT USE AUTOMATION FOR CONTENT MODERATION,,,,,,,
