Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",FFXIV Forums,April 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,April 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,April 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,April 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,TOTAL,,26,,26,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Cyber Violence,,26,,26,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,April 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,TOTAL,,1852,,1852,,"5 days, 8:17:00",,0,,258,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Cyber Violence,,840,,840,,"4 days, 11:19:00",,0,,189,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Data Protection And Privacy Violations,,1,,1,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Scams And Fraud,,1,,1,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Self Harm,,2,,2,,59 Minutes,,0,,1,,See note in P14,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,May 2025,Not Specified Order,Grief tactics,1008,,1008,,"6 days, 5:15:00",,0,,69,,See note in P17,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,TOTAL,,62,,62,,12:52:00,,0,,21,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Cyber Violence,,62,,62,,12:52:00,,0,,21,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,May 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,TOTAL,,21,,21,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Cyber Violence,,21,,21,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,May 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,TOTAL,,1985,,1985,,"6 days, 10:02:30",,0,,276,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Cyber Violence,,798,,798,,"7 days, 15:45:00",,0,,177,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Data Protection And Privacy Violations,,1,,1,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Self Harm,,1,,1,,,,0,,0,,See note in P14,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,June 2025,Not Specified Order,Grief tactics,1185,,1185,,"5 days, 4:20:00",,0,,99,,See note in P17,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,TOTAL,,109,,109,,08:40:00,,0,,33,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Cyber Violence,,109,,109,,08:40:00,,0,,33,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,June 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,TOTAL,,14,,14,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Cyber Violence,,14,,14,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,June 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,TOTAL,,2008,,2008,,"3 days, 20:11:15",,0,,242,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Cyber Violence,,903,,903,,"3 days, 6:16:00",,0,,146,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Scams And Fraud,,7,,7,,1 Hour,,0,,3,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,July 2025,Not Specified Order,Grief tactics,1098,,1098,,"4 days, 10:06:30",,0,,93,,See note in P17,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,TOTAL,,195,,195,,04:59:00,,0,,63,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Cyber Violence,,195,,195,,04:59:00,,0,,63,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,July 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,TOTAL,,20,,20,,14 Hours,,0,,1,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Cyber Violence,,20,,20,,14 Hours,,0,,1,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,July 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,TOTAL,,2814,,2814,,"3 days, 7:36:00",,0,,366,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Cyber Violence,,1127,,1127,,22:42:00,,0,,172,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Scams And Fraud,,12,,12,,1 Hour,,0,,7,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Self Harm,,1,,1,,,,0,,0,,See note in P14,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV,August 2025,Not Specified Order,Grief tactics,1674,,1674,,"4 days, 16:30:00",,0,,187,,See note in P17,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,TOTAL,,272,,272,,"5 days, 16:28:00",,0,,99,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Animal Welfare,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Consumer Information,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Cyber Violence,,272,,272,,"5 days, 16:28:00",,0,,99,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Cyber Violence Against Women,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Data Protection And Privacy Violations,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Illegal Or Harmful Speech,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Intellectual Property Infringements,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Negative Effects On Civic Discourse Or Elections,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Protection Of Minors,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Risk For Public Security,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Scams And Fraud,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Self Harm,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Unsafe And Prohibited Products,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Violence,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV Forums,August 2025,Not Specified Order,,0,,0,,,,0,,0,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",FFXIV The Lodestone,August 2025,TOTAL,,10,,10,,,,0,,0,,,,,,,,,,,
