Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,5,0,5,0,3,,0,0,5,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,CYBER_THREATS,2,0,2,0,14,,0,0,2,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,62,0,62,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,62,0,62,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,PROHIBITED_BY_BRAND_UNDER_STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,23,0,23,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_DEFAMATION,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_DISCRIMINATION,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_HATE_SPEECH,,23,0,23,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,9,0,9,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,9,0,9,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,PROHIBITED_BY_BRAND_UNDER_STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,39,0,39,0,1,,0,0,8,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,8,0,8,0,1,,0,0,8,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,CONSOLIDATED_PROTECTION_OF_MINORS,31,0,31,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,9,0,9,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,9,0,9,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,383,0,383,0,4,,0,0,66,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,21,0,21,0,3,,0,0,21,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,360,0,360,0,4,,0,0,43,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_PHISHING,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,FRAUD,2,0,2,0,9,,0,0,2,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_SELF_MUTILATION,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_SUICIDE,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,CONSOLIDATED_SELF_HARM,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,41,0,41,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,41,0,41,0,,,0,0,0,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,PROHIBITED_BY_BRAND_UNDER_STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,105,0,105,0,6,,0,0,2,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_COORDINATED_HARM,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,ALLEGATION_OF_HARM,105,0,105,0,6,,0,0,2,0,,,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,GRAPHIC_CONTENT,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,KEYWORD_OTHER,CONSOLIDATED_CYBER_VIOLENCE,0,0,0,0,,,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Tinder,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,177,0,177,0,2,,0,0,5,0,"This category is used when a notice relates to reasons that do not have a dedicated DSA illegal-content notice category in the mapping schema (i.e., the DSA template provides a single catch-all for these cases).",,"Due to system limitations, this metric may slightly under-count the number of items of information reported, due to our reporting forms primarily allowing users to report accounts or profiles rather than individual pieces of content.",,,,,,,
