Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received ,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_NONCOMPLIANCE_PRICING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE,,232,1,234,3,1.86,2.03,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_CYBER_BULLYING_INTIMIDATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT,,232,1,234,3,1.86,2.03,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_CYBER_INCITEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_BULLYING_AGAINST_GIRLS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_INCITEMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,"3,370",0,"3,390",0,1.04,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_BIOMETRIC_DATA_BREACH,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_DATA_FALSIFICATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_MISSING_PROCESSING_GROUND,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,This subcategory encompasses notices received through our European Union Illegal Content Reporting Form for violations of privacy.,"3,370",0,"3,390",0,1.04,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,580,0,585,0,4.16,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_DEFAMATION,,265,0,265,0,2.61,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_DISCRIMINATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_HATE_SPEECH,,316,0,320,0,4.96,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,"8,856",14,"35,967",247,2.08,2.11,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_COPYRIGHT_INFRINGEMENT,,"8,304",11,"27,674",219,1.10,1.55,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_DESIGN_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_PATENT_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_TRADE_SECRET_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_TRADEMARK_INFRINGEMENT,,552,3,"8,293",28,30.38,106.57,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,652,0,653,0,6.83,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_MISINFORMATION_DISINFORMATION,,652,0,653,0,6.83,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_VIOLATION_EU_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_VIOLATION_NATIONAL_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,786,7,794,7,14.64,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,494,6,496,6,22.47,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_UNSAFE_CHALLENGES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,This subcategory encompasses notices received through our European Union Illegal Content Reporting Form for harm to minors. The harmful to minors category includes incitement of minors to engage in actions which put them in physical danger or to intentionally harm themselves. ,292,1,298,1,3.55,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,306,0,306,0,4.33,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_ILLEGAL_ORGANIZATIONS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_RISK_PUBLIC_HEALTH,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_TERRORIST_CONTENT,,306,0,306,0,4.33,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_INAUTHENTIC_ACCOUNTS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_INAUTHENTIC_LISTINGS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_INAUTHENTIC_USER_REVIEWS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_PHISHING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_PYRAMID_SCHEMES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_SELF_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_SELF_MUTILATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_SUICIDE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,521,0,523,0,5.49,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_PROHIBITED_PRODUCTS,,521,0,523,0,5.49,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_UNSAFE_PRODUCTS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_VIOLENCE,,434,0,443,0,2.68,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_COORDINATED_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,119,0,119,0,16.94,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_HUMAN_EXPLOITATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_HUMAN_TRAFFICKING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,KEYWORD_OTHER,"This subcategory encompasses notices received through our European Union Illegal Content Reporting Form for “graphic violence” and “denying or condoning crimes against humanity.” These include denial of genocides, war crimes and other crimes against humanity, and gore/graphic wounds and mutilation, beatings, excessive blood, and corpses. ",315,0,324,0,2.49,0.00,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pinterest,2026-01-01/2026-06-30,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,"3,137",1,"3,148",1,4.31,0.00,,,,,"This category encompasses notices received through our European Union Illegal Content Reporting Form for “nudity or pornography” and “other.” 

In our European Union Illegal Content Reporting Form, users can select “nudity or pornography” as a reporting basis. We have included this option under this category because there is no more suitable category available on this tab for such reports.

Of the 3,137 total notices received, 423 related to “nudity or pornography” and 2,714 utilised the ""other"" reporting option.",,,,,,,,,
