Zakres zastosowania,Usługa,Okres sprawozdawczy,Kategoria nielegalnych treści,Opis podkategorii „Inne”,Zakres,Liczba otrzymanych nakazów podjęcia działań przeciwko nielegalnym treściom,Liczba określonych informacji zawartych w łącznej liczbie nakazów podjęcia działań przeciwko nielegalnym treściom,Mediana czasu potrzebnego na poinformowanie organu o otrzymaniu nakazu podjęcia działań przeciwko nielegalnym treściom,Mediana czasu potrzebnego na wykonanie nakazu podjęcia działań przeciwko nielegalnym treściom,Liczba nakazów udzielenia informacji,Mediana czasu na poinformowanie organu o otrzymaniu nakazu udzielenia informacji,Mediana czasu na wykonanie nakazu udzielenia informacji,Informacje kontekstowe na temat liczby nakazów podjęcia działań przeciwko nielegalnym treściom,Informacje kontekstowe na temat liczby określonych informacji zawartych w łącznej liczbie nakazów podjęcia działań przeciwko nielegalnym treściom,Informacje kontekstowe na temat mediany czasu na poinformowanie organu o otrzymaniu nakazu podjęcia działań przeciwko nielegalnym treściom,Informacje kontekstowe na temat mediany czasu na wykonanie nakazu podjęcia działań przeciwko nielegalnym treściom,Informacje kontekstowe na temat liczby nakazów udzielenia informacji,Informacje kontekstowe na temat mediany czasu na poinformowanie organu o otrzymaniu nakazu udzielenia informacji,Informacje kontekstowe na temat mediany czasu na wykonanie nakazu udzielenia informacji
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,TOTAL,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_ANIMAL_HARM,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_OTHER,Tekst w celu uszczegółowienia słowa kluczowego „Inne”.,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_OTHER,Tekst w celu uszczegółowienia słowa kluczowego „Inne”.,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_CYBER_HARASSMENT,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_CYBER_INCITEMENT,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_CYBER_STALKING,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_OTHER,Tekst w celu uszczegółowienia słowa kluczowego „Inne”.,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_OTHER,Tekst w celu uszczegółowienia słowa kluczowego „Inne”.,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_DATA_FALSIFICATION,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_OTHER,Tekst w celu uszczegółowienia słowa kluczowego „Inne”.,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_DEFAMATION,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_DISCRIMINATION,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_HATE_SPEECH,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_OTHER,Tekst w celu uszczegółowienia słowa kluczowego „Inne”.,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_DESIGN_INFRINGEMENT,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_PATENT_INFRINGEMENT,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_OTHER,Tekst w celu uszczegółowienia słowa kluczowego „Inne”.,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_VIOLATION_EU_LAW,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wszyscy,Sklep internetowy x-kom,2024-02-16/2024-12-31,KEYWORD_OTHER,Tekst w celu uszczegółowienia słowa kluczowego „Inne”.,OGÓŁEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
