Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Total number,20,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions upheld,14,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions partially reversed,0,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions reversed,6,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Median time,41 hours,Automated confirmation of receipt sent within one hour
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decision omitted,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Number of restrictions newly imposed as a result of an internal complaint,Total number,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Total number,8,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions upheld,2,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions partially reversed,1,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions reversed,5,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Median time,23 hours,Automated confirmation of receipt sent within one hour
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Total number,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions upheld,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions partially reversed,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions reversed,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Median time,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Total number,12,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions upheld,12,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions partially reversed,0,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions reversed,0,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Median time,53 hours,Automated confirmation of receipt sent within one hour
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Total number,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions upheld,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions partially reversed,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions reversed,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Median time,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Total number,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions upheld,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions partially reversed,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions reversed,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Median time,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Total number,,
Only for providers of online platforms,Glassdoor,2024-01-01/2024-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions upheld,,
