Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Scope,Number of orders to act against illegal content received,Number of specific items of information included in the total number of orders to act against illegal content,Median time to inform the authority of the receipt of the order to act against illegal content,Median time to give effect to the order to act against illegal content,Number of orders to provide information,Median time to inform the authority of the receipt of the order to provide information,Median time to give effect to the order to provide information,Contextual information on number of orders to act against illegal content received,Contextual information on number of specific items of information included in the total number of orders to act against illegal content,Contextual information on Median time to inform the authority of the receipt of the order to act against illegal content,Contextual information on Median time to give effect to the order to act against illegal content,Contextual information on Number of orders to provide information,Contextual information on Median time to inform the authority of the receipt of the order to provide information,Contextual information on Median time to give effect to the order to provide information
All,Pornhub,2026-01-01/2026-06-30,TOTAL,,TOTAL,14.0,0.0,0.0,6.27 hours,23.0,0.0,6.27 hours,,,We provide an immediate automated response to acknowledge receipt,,,We provide an immediate automated response to acknowledge receipt,
All,Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ANIMAL_WELFARE,,TOTAL,0.0,0.0,0.0,0,0.0,0.0,0,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,KEYWORD_ANIMAL_HARM,,TOTAL,,,,,,,,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,KEYWORD_UNLAWFUL_SALE_ANIMALS,,TOTAL,,,,,,,,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,,TOTAL,,,,,,,,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,TOTAL,0.0,0.0,0.0,0,0.0,0.0,0,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,KEYWORD_HIDDEN_ADVERTISEMENT,,TOTAL,,,,,,,,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,TOTAL,,,,,,,,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,TOTAL,,,,,,,,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,TOTAL,,,,,,,,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,KEYWORD_NONCOMPLIANCE_PRICING,,TOTAL,,,,,,,,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,,TOTAL,,,,,,,,,,,,,,
All,Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE,,TOTAL,6.0,0.0,0.0,7.53 hours,0.0,0.0,0,,,We provide an immediate automated response to acknowledge receipt,,,,
