Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received ,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received ,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,TOTAL,,34391.0,1.0,,1.0,0.1 hours,0.1 hours,373.0,1.0,22266.0,0.0,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ANIMAL_WELFARE,,0.0,0.0,,0.0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_ANIMAL_HARM,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_UNLAWFUL_SALE_ANIMALS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,0.0,0.0,,0.0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_HIDDEN_ADVERTISEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_NONCOMPLIANCE_PRICING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE,,723.0,0.0,,0.0,0.1 hours,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_CYBER_BULLYING_INTIMIDATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT,,37.0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_CYBER_INCITEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,418.0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,58.0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,Non-Consensual content,210.0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,0.0,0.0,,0.0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_BULLYING_AGAINST_GIRLS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_INCITEMENT_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,0.0,0.0,,0.0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_BIOMETRIC_DATA_BREACH,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_DATA_FALSIFICATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_MISSING_PROCESSING_GROUND,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,2000.0,0.0,,0.0,0.1 hours,0.1 hours,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_DEFAMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_DISCRIMINATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_HATE_SPEECH,,2000.0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,183.0,0.0,,0.0,0.7 hours,0.7 hours,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_COPYRIGHT_INFRINGEMENT,,183.0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_DESIGN_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_PATENT_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_TRADE_SECRET_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_TRADEMARK_INFRINGEMENT,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,0.0,0.0,,0.0,0,0,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_MISINFORMATION_DISINFORMATION,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_VIOLATION_EU_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_VIOLATION_NATIONAL_LAW,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,6215.0,1.0,,1.0,0.1 hours,0.1 hours,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,6215.0,1.0,,1.0,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_UNSAFE_CHALLENGES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,KEYWORD_OTHER,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Pornhub,2026-01-01/2026-06-30,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,0.0,0.0,,0.0,0,0,,,,,,,,,,,,,,
