Applicabilité,Service,Période couverte par le rapport,Catégorie de contenu illicite,Description de la sous-catégorie «Autre»,Champ d’application,Nombre d’injonctions d’agir contre des contenus illicites reçues,Nombre d’éléments d’information spécifiques inclus dans le nombre total d’injonctions d’agir contre des contenus illicites,Délai médian nécessaire pour informer l’autorité de la réception de l’injonction d’agir contre des contenus illicites,Délai médian nécessaire pour donner suite à l’injonction d’agir contre des contenus illicites,Nombre d’injonctions de fournir des informations,Délai médian nécessaire pour informer l’autorité de la réception de l’injonction de fournir des informations,Délai médian nécessaire pour donner suite à l’injonction de fournir des informations,Informations contextuelles sur Nombre d’injonctions d’agir contre des contenus illicites reçues,Informations contextuelles sur Nombre d’éléments d’information spécifiques inclus dans le nombre total d’injonctions d’agir contre des contenus illicites,Informations contextuelles sur Délai médian nécessaire pour informer l’autorité de la réception de l’injonction d’agir contre des contenus illicites,Informations contextuelles sur Délai médian nécessaire pour donner suite à l’injonction d’agir contre des contenus illicites,Informations contextuelles sur Nombre d’injonctions de fournir des informations,Informations contextuelles sur Délai médian nécessaire pour informer l’autorité de la réception de l’injonction de fournir des informations,Informations contextuelles sur Délai médian nécessaire pour donner suite à l’injonction de fournir des informations
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,TOTAL,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,TOTAL,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_COORDINATED_HARM,,TOTAL,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,TOTAL,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,TOTAL,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,TOTAL,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,TOTAL,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,TOTAL,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_ORDER,,TOTAL,0,,,,107,,0.22,,,,,Nous indiquons sur cette cellule K92 le nombre de réquisitions reçues qui ne comportent pas de détails sur la raison exacte de l'injonction.,,
Tous,JV,2025-01-01/2025-12-31,TOTAL,,FR,0,,,,119,,0.22,,,,,"Les chiffres à partir de la ligne 93 représentent les injonctions provenant d'autorités françaises. 100% des demandes provenaient d'autorités françaises. De fait, les chiffres totaux entre la ligne 2 et la ligne 92 sont identiques aux chiffres en provenance des autorités françaises.",,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_ANIMAL_HARM,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_DEFAMATION,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_DISCRIMINATION,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_HATE_SPEECH,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,FR,0,,,,5,,1.07,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,FR,0,,,,5,,1.07,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_PHISHING,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,FR,0,,,,7,,0.18,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_SELF_MUTILATION,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_SUICIDE,,FR,0,,,,7,,0.18,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_OTHER,Texte pour préciser le mot-clé «Autre».,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,FR,0,,,,0,,,,,,,,,
Tous,JV,2025-01-01/2025-12-31,KEYWORD_COORDINATED_HARM,,FR,0,,,,0,,,,,,,,,
