Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Scope,Number of orders to act against illegal content received,Number of specific items of information included in the total number of orders to act against illegal content,Median time to inform the authority of the receipt of the order to act against illegal content,Median time to give effect to the order to act against illegal content,Number of orders to provide information,Median time to inform the authority of the receipt of the order to provide information,Median time to give effect to the order to provide information,Contextual information on number of orders to act against illegal content received,Contextual information on number of specific items of information included in the total number of orders to act against illegal content,Contextual information on Median time to inform the authority of the receipt of the order to act against illegal content,Contextual information on Median time to give effect to the order to act against illegal content,Contextual information on Number of orders to provide information,Contextual information on Median time to inform the authority of the receipt of the order to provide information,Contextual information on Median time to give effect to the order to provide information
All,Search,2025-02-17/2025-12-31,Total,,Total,277,"2,074",144,48.1,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_ANIMAL_HARM,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_HIDDEN_ADVERTISEMENT,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_NONCOMPLIANCE_PRICING,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_CYBER_HARASSMENT,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_CYBER_INCITEMENT,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_CYBER_STALKING,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_BULLYING_AGAINST_GIRLS,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_BIOMETRIC_DATA_BREACH,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_DATA_FALSIFICATION,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_MISSING_PROCESSING_GROUND,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,Total,1,13,0,788.2,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_DEFAMATION,,Total,1,13,0,788.2,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_DISCRIMINATION,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_HATE_SPEECH,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_COPYRIGHT_INFRINGEMENT,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_DESIGN_INFRINGEMENT,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_PATENT_INFRINGEMENT,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,Total,0,0,0,0,0,0,0,,,,,,,
All,Search,2025-02-17/2025-12/31,KEYWORD_TRADEMARK_INFRINGEMENT,,Total,0,0,0,0,0,0,0,,,,,,,
