Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Instagram,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,Total number,"45,002,810",
All,Instagram,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,"10,929,386",
All,Instagram,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,1.00,"Accuracy reflects the percentage of all unique content that was created during the reporting period that were correctly removed or correctly not removed due to it being non-violating by automated enforcement.

Restriction overturns are captured up until 1 month after the reporting window ended (i.e., end of Jan 2026). There may be a small portion of overturns that take place after 31 January 2026 that are not captured because they extend beyond the time period in which it is feasible to produce and verify the data points for this report. 
"
All,Instagram,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0.97,"Precision reflects the percentage of automated removals of content that weren’t later restored 

Restriction overturns are captured up until 1 month after the reporting window ended (i.e., end of Jan 2026). There may be a small portion of overturns that take place after 31 January 2026 that are not captured because they extend beyond the time period in which it is feasible to produce and verify the data points for this report. 
"
All,Instagram,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,0.73,"Recall reflects the percentage of automated content removed prior to receiving user reports, not restored, against all removed content, not restored.

Restriction overturns are captured up until 1 month after the reporting window ended (i.e., end of Jan 2026). There may be a small portion of overturns that take place after 31 January 2026 that are not captured because they extend beyond the time period in which it is feasible to produce and verify the data points for this report. 
"
All,Instagram,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means ,own initiative ,"45,002,810",
All,Instagram,2025-07-01/2025-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,own initiative ,"10,929,386",
All,Instagram,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,own initiative ,1.00,"Accuracy reflects the percentage of all unique content that was created during the reporting period that were correctly removed or correctly not removed due to it being non-violating by automated enforcement.

Restriction overturns are captured up until 1 month after the reporting window ended (i.e., end of Jan 2026). There may be a small portion of overturns that take place after 31 January 2026 that are not captured because they extend beyond the time period in which it is feasible to produce and verify the data points for this report. 
"
All,Instagram,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,own initiative ,0.97,"Precision reflects the percentage of automated removals of content that weren’t later restored 

Restriction overturns are captured up until 1 month after the reporting window ended (i.e., end of Jan 2026). There may be a small portion of overturns that take place after 31 January 2026 that are not captured because they extend beyond the time period in which it is feasible to produce and verify the data points for this report. 
"
All,Instagram,2025-07-01/2025-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,own initiative ,0.73,"Recall reflects the percentage of automated content removed prior to receiving user reports, not restored, against all removed content, not restored.

Restriction overturns are captured up until 1 month after the reporting window ended (i.e., end of Jan 2026). There may be a small portion of overturns that take place after 31 January 2026 that are not captured because they extend beyond the time period in which it is feasible to produce and verify the data points for this report. 
"
