Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Total number,"8,668,843","The data provided on appeals and recidivism does not cover content moderation outcomes for French Guiana and Åland Islands due to a technical limitation.

Complaints may occur on content that was previously actioned and recorded in prior transparency reports. As a result, the number of complaints may exceed the number of actions.

Restores after complaint may occur on complaints that were recorded in prior transparency reports. As a result, the number of restores after a complaint may exceed the number of complaints.
"
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions upheld,"5,214,104",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions reversed,"3,454,739",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Median time,0.2,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decision omitted,72.45,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Number of restrictions newly imposed as a result of an internal complaint,Total number,"266,556",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Total number,"1,002,478",Multiple internal complaints on the same entity for different restrictions are counted as unique complaints. Multiple internal complaints on the same entity for the same restriction are counted as a single complaint.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions upheld,"669,983",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions reversed,"332,495",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Median time,0.16,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Total number,"173,390",Multiple internal complaints on the same entity for different restrictions are counted as unique complaints. Multiple internal complaints on the same entity for the same restriction are counted as a single complaint.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions upheld,"49,560",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions reversed,"123,830",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Median time,0.004,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Total number,"7,492,959",Multiple internal complaints on the same entity for different restrictions are counted as unique complaints. Multiple internal complaints on the same entity for the same restriction are counted as a single complaint.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions upheld,"4,494,547",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions reversed,"2,998,412",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Median time,0.48,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Total number,16,Multiple internal complaints on the same entity for different restrictions are counted as unique complaints. Multiple internal complaints on the same entity for the same restriction are counted as a single complaint.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions upheld,14,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions reversed,2,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Median time,13.96,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Total number,"4,345",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions upheld,"2,904",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions reversed,"1,441",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Median time,132.05,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Total number,101,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions upheld,35,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions reversed,66,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Median time,0.001,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Total number,"4,350","Meta is providing the number of decisions received from dispute settlement bodies, as we are not able to track the number of disputes submitted to dispute settlement bodies."
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions upheld,255,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions reversed,"2,804",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Median time,0.01,"The median turnaround time is calculated from the time when Meta receives a decision from dispute settlement bodies, to the time Meta completes the review and decision process."
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decision omitted,"1,291",
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Percentage of outcomes implemented,0.02,"We have seen a large rise in decisions submitted that we are unable to implement because they relate to content enforcements that were either expired, overturned previously, or could not be located due to insufficient information"
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Suspensions imposed on repeated offenders,Number of suspensions enacted for the provision of manifestly illegal content ,Total number,0,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Suspensions imposed on repeated offenders,Number of suspensions enacted for the provision of manifestly unfounded notices,Total number,0,
Only for providers of online platforms,Instagram,2025-07-01/2025-12-31,Suspensions imposed on repeated offenders,Number of suspensions enacted for the provision of manifestly unfounded complaints,Total number,0,
