Applicability,Service,Reporting period,Category of incompatibility with the provider's terms and conditions,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative ,Number of measures taken after detection with solely automated means ,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled ,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative ,Contextual Information on Number of measures taken after detection with solely automated means ,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled ,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination
All,Instagram,2025-07-01/2025-12-31,TOTAL,,"55,916,456","44,990,373","22,945,093",,"3,103,201",,,,"1,469",,"44,459",220,,"2,505,237",,"27,316,777",The data provided does not cover content moderation outcomes for French Guiana and Åland Islands due to a technical limitation.,,Visibility restriction removal contains some actions for Facebook and Instagram combined due to technical and product limitations.,,"“Demotion” refers to an action that we may take to reduce the distribution of content.

Due to a technical issue with our demotion logging on Instagram, the numbers shared in the Visibility Restriction Demotion column undercounts the true number of demotions restriction measures applied during the reporting period. We are unable to definitively measure the extent to which it is undercounted, but we believe the demotions during the second half of 2025 exceeded the over 3 million demotions reported during the first half of 2025.
",Some content can create a negative experience for people even though it does not violate our policies. Actions we may take on such content to promote a safe and positive experience are not taken on the basis that the content is illegal or violates our terms and policies.,Some content can create a negative experience for people even though it does not violate our policies. Actions we may take on such content to promote a safe and positive experience are not taken on the basis that the content is illegal or violates our terms and policies.,Some content can create a negative experience for people even though it does not violate our policies. Actions we may take on such content to promote a safe and positive experience are not taken on the basis that the content is illegal or violates our terms and policies.,,,"“Monetary restriction measures on content” refers to an enforcement action that we may take on content to restrict publishers and creators from earning money on their content if it violates our Content Monetization Policies. Additional information can be found in our Business Help Center.

“Monetary restriction measures on publishers and creators” refers to an enforcement action that we may take on partners to remove their access to monetization tools. Additional information can be found in our Business Help Center.

Due to technical limitations, the restriction volumes above include restrictions placed on users who use the branded content disclosure tool or run partnership ads.","In addition to monetary restrictions placed on creators, monetary restriction measures also occur on content. This refers to an enforcement action that we may take on content to restrict publishers and creators from earning money on their content if it violates our Content Monetization Policies. Additional information can be found in our Business Help Center.

Certain content formats cannot be monetized as described in the Content Monetization Policies. Instances where prohibited formats are leveraged by creators are excluded from this column.",,"Provision of service terminations restrict access to a subset of a user’s account or accounts they manage

The data in this column contains actions for Facebook and Instagram combined due to technical and product limitations.",,Account restriction terminations restrict access to a user’s account in its entirety.
All,Instagram,2025-07-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_ANIMAL_HARM,,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,"492,332","404,515","492,332",,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,"77,426","64,574","77,426",,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_OTHER_ADVERTISING,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_OTHER_DISCRIMINATORY_PRACTICES,Added category to record own initiative actions taken against our Discriminatory Practices Advertising Standard.,"325,871","300,241","325,871",,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_OTHER_LEAD_ADS,Added category to capture own initiative  actions taken against our product and format-specific policies pertaining to lead ads.,"78,942","39,292","78,942",,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_OTHER_CRYPTOCURRENCY,Added category to capture own initiative  actions taken against our Cryptocurrency Products and Services Advertising Standard.,"10,093",408,"10,093",,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_OTHER_PAYER_BENEFICIARY,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_OTHER_CONSUMER_INFRINGEMENTS,Added category to capture own initiative actions in the consumer information infringements category.,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,"229,313","144,136","206,663",,"5,237",,,,0,,0,0,,0,,"17,413",,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,Category is inclusive of own initiative actions related to bullying and harassment.,"229,313","144,136","206,663",,"5,237",,,,0,,0,0,,0,,"17,413",,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Instagram,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING,,0,0,0,,0,,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,
