Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,6133,,,,,,,,1129,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_DEFAMATION,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_DISCRIMINATION,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_HATE_SPEECH,,6133,,,,9,,,,1129,,,,,,This number has been rounded to the nearest integer.,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,572,,,,,,,,81,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,Other activity involving the safety of minors.,572,,,,1,,,,81,,,,,,This number has been rounded to the nearest integer.,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,4646,,,,,,,,235,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,1229,,,,7,,,,104,,,,,,This number has been rounded to the nearest integer.,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_PHISHING,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,Other activity intended to deceive or mislead others in making purchases or engaging in transactions.,3417,,,,5,,,,131,,,,,,This number has been rounded to the nearest integer.,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_SELF_MUTILATION,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_SUICIDE,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,Other activity threatening or promoting self-harm.,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,7317,,,,,,,,1044,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,7317,,,,4,,,,1044,,,,,,This number has been rounded to the nearest integer.,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_COORDINATED_HARM,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,KEYWORD_OTHER,Other activity involving violent acts or content.,0,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms",Whatnot,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_NOTICE,,,,,,,,,,,,,,,,,,,,,
