Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Scope,Number of orders to act against illegal content received,Number of specific items of information included in the total number of orders to act against illegal content,Median time to inform the authority of the receipt of the order to act against illegal content,Median time to give effect to the order to act against illegal content,Number of orders to provide information,Median time to inform the authority of the receipt of the order to provide information,Median time to give effect to the order to provide information,Contextual information on number of orders to act against illegal content received,Contextual information on number of specific items of information included in the total number of orders to act against illegal content,Contextual information on Median time to inform the authority of the receipt of the order to act against illegal content,Contextual information on Median time to give effect to the order to act against illegal content,Contextual information on Number of orders to provide information,Contextual information on Median time to inform the authority of the receipt of the order to provide information,Contextual information on Median time to give effect to the order to provide information
All,Shopify,2025-01-01/2025-12-31,TOTAL,,TOTAL,69,291,0,0.07,1100,0,0.48,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,AT,0,,,,9,12.51,0.19,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,BE,1,1,99.48,1.65,8,0,0.44,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,BG,1,62,0.0012,0.51,2,36.16,0.49,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,DK,0,,,,1,13.68,0.23,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,FR,11,54,1.2875,0,702,0,0.48,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,DE,1,0,0,,206,0,0.32,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,GR,0,,,,1,25.09,0.39,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,HU,0,,,,1,0,0.12,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,IE,53,174,0,0.07,5,0,0.16,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,IT,0,,,,42,30.28,0.83,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,LT,0,,,,1,0,0.21,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,NL,0,,,,26,0,0.51,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,PL,0,,,,9,0,0.8,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,PT,0,,,,1,178.54,2.59,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,RO,0,,,,2,62.47,2.13,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,SK,2,,0,,0,,,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,ES,0,,,,83,0,0.48,,,,,,,
All,Shopify,2025-01-01/2025-12-31,TOTAL,,SE,0,,,,1,733.19,12.22,,,,,,,
All,Shopify,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,TOTAL,0,,,,0,,,,,,,,,
All,Shopify,2025-01-01/2025-12-31,KEYWORD_ANIMAL_HARM,,TOTAL,0,,,,0,,,,,,,,,
All,Shopify,2025-01-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,TOTAL,0,,,,0,,,,,,,,,
All,Shopify,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,0,,,,0,,,,,,,,,
All,Shopify,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,TOTAL,1,1,99.48,1.65,1,0,1.25,,,,,,,
All,Shopify,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,BE,1,1,99.48,1.65,0,,,,,,,,,
All,Shopify,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,FR,0,,,,1,0,1.25,,,,,,,
All,Shopify,2025-01-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,TOTAL,0,,,,0,,,,,,,,,
All,Shopify,2025-01-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,TOTAL,0,,,,0,,,,,,,,,
All,Shopify,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,TOTAL,0,,,,1,0,1.25,,,,,,,
All,Shopify,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,FR,0,,,,1,0,1.25,,,,,,,
All,Shopify,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,TOTAL,0,,,,0,,,,,,,,,
All,Shopify,2025-01-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,TOTAL,0,,,,0,,,,,,,,,
All,Shopify,2025-01-01/2025-12-31,KEYWORD_OTHER,STATEMENT_CATEGORY_CONSUMER_INFORMATION not specified order.,TOTAL,1,1,99.48,1.65,0,,,,,,,,,
