[LIVE] DSA Internal Data Annex_2025 - Full Report for CSV Export (1)
Applicability,Service,Indicator,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_DEFAMATION,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_DISCRIMINATION,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_HATE_SPEECH,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_PHISHING,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_SELF_MUTILATION,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_SUICIDE,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_COORDINATED_HARM,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.",TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_NOT_SPECIFIED_ORDER,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,TOTAL,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_ANIMAL_HARM,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.","AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.","AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.","AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.","AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.","AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_DEFAMATION,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_DISCRIMINATION,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_HATE_SPEECH,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_OTHER,"Text to detail the ""Other"" keyword.","AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All,Faire,2025-01-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,"AT, […], SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
