Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Total number,263,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions upheld,179,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions partially reversed,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions reversed,17,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Median time,0.9,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decision omitted,67,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Number of restrictions newly imposed as a result of an internal complaint,Total number,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Total number,263,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions upheld,179,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions partially reversed,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions reversed,17,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Median time,0.9,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Total number,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions upheld,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions partially reversed,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions reversed,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Median time,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Total number,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions upheld,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions partially reversed,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Decisions reversed,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account,Median time,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Total number,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions upheld,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions partially reversed,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions reversed,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Median time,0,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Total number,263,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions upheld,179,n/a
Only for providers of online platforms,,2025-01-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions partially reversed,0,n/a
