Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of notices received,Number of notices received from Trusted flaggers,Number of specific items of information included in the total number of notices,Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Median time to take action,Median time to take action (Trusted Flagger notices),Number of actions taken on the basis of the law,Number of actions taken on the basis of the law (Trusted Flagger notices),Number of actions taken on the basis of the terms and conditions of the service,Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices),Contextual information on Number of notices received,Contextual information on Number of notices received from Trusted flaggers,Contextual information on Number of specific items of information included in the total number of notices,Contextual information on Number of specific items of information included in the total number of notices by Trusted Flaggers (Trusted Flagger notices),Contextual information on Median time to take action,Contextual information on Median time to take action (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the law,Contextual information on Number of actions taken on the basis of the law (Trusted Flagger notices),Contextual information on Number of actions taken on the basis of the terms and conditions of the service,Contextual information on Number of actions taken on the basis of the terms and conditions of the service (Trusted Flagger notices)
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,TOTAL,,23354,2,23360,8,1,0,41,0,8385,8,"For notices that are reported pursuant to Article 15(1)(b), the indicated category of illegality in the transparency report shall correspond to the explanation of the reasons why the individual or entity submitting a notice alleges the information to be illegal. This may be different than the category of illegality identified and used to action such user notice.",,"During this reporting period, our user notice and action mechanism operated on a one-to-one basis, whereby each notice filed is limited to a single, specific item of information. Users are required to submit individual notices for each distinct item they wish to report. For total numbers, the user reports and trusted flagger reports were combined.",,"Per regulatory guidance, cases where we decided not to act on the basis of a notice were excluded from the calculation of the median time to take action. The median time is indicated in hours.",,"Content moderation actions taken in response to a user notice are organized based on the category of illegality identified by the user in their notice, which may not match the category of illegality identified by the content moderator actioning the notice.",,"Content moderation actions taken in response to a user notice are organized based on the category of illegality identified by the user in their notice, which may not match the category of illegality identified by the content moderator actioning the notice.",
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_ANIMAL_HARM,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_OTHER,N/A,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_NONCOMPLIANCE_PRICING,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_OTHER,N/A,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,1053,0,1053,0,1,0,1,0,333,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_CYBER_HARASSMENT,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_CYBER_INCITEMENT,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_CYBER_STALKING,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_OTHER,N/A,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_OTHER,N/A,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,2366,0,2366,0,0,0,0,0,0,0,"The data provided in this Digital Services Act Transparency Report regarding Data Protection and Privacy Violations excludes data pertaining to users who have exercised their ""right to be forgotten"" and self-deleted their accounts.",,,,The median time was calculated to be less than 1 hour.,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_DATA_FALSIFICATION,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_MISSING_PROCESSING_GROUND,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,"This Digital Services Act Transparency Report provides data at the Content Category level.  Due to limitations in Vimeo's current systems and tooling, we are unable to provide data at the sub-category level for this reporting period. We are actively working toward further granularity in our data and intend to include more specificity in future reports.",,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,KEYWORD_OTHER,N/A,,,,,,,,,,,,,,,,,,,,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,301,0,301,0,1,0,0,0,78,0,,,,,,,,,,
