Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,Total number,961895,
All,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Total number,207576,
All,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Total number,N/A,"During this reporting period, Vimeo did not utilize AI models to support its content moderation protocols. Therefore, Vimeo is unable to provide data related to the recall of automated means, which is required for our systems to correctly calculate an accuracy level. Vimeo is continually working to enhance its current protocols to strengthen content moderation practices, which may include the implementation of AI-driven measures in the future."
All,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Total number,0.9802,
All,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Total number,N/A,"During this reporting period, Vimeo did not utilize AI models to support its content moderation protocols. Therefore, Vimeo is unable to provide data related to the recall of automated means. Vimeo is continually working to enhance its current protocols to strengthen content moderation practices, which may include the implementation of AI-driven measures in the future."
All,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of measures solely taken by automated means,Own-initiative,961895,
All,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of measures not taken by automated means,Own-initiative,199142,
All,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,Own-initiative,N/A,"During this reporting period, Vimeo did not utilize AI models to support its content moderation protocols. Therefore, Vimeo is unable to provide data related to the recall of automated means, which is required for our systems to correctly calculate an accuracy level. Vimeo is continually working to enhance its current protocols to strengthen content moderation practices, which may include the implementation of AI-driven measures in the future."
All,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,Own-initiative,0.9802,
All,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,Own-initiative,N/A,"During this reporting period, Vimeo did not utilize AI models to support its content moderation protocols. Therefore, Vimeo is unable to provide data related to the recall of automated means. Vimeo is continually working to enhance its current protocols to strengthen content moderation practices, which may include the implementation of AI-driven measures in the future."
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Total,N/A,User Notices were not solely processed by automated means during this reporting period.
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Total,23354,
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Total,N/A,User Notices were not solely processed by automated means during this reporting period.
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Total,N/A,User Notices were not solely processed by automated means during this reporting period.
"Only for providers of hosting services, including online platforms","Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Recall,NAM Total,N/A,User Notices were not solely processed by automated means during this reporting period.
Only for providers of online platforms,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of notices solely processed by automated means,NAM Trusted Flagger,0,Trusted Flagger notices were manually reviewed and actioned during this reporting period.
Only for providers of online platforms,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Number of notices not processed by automated means,NAM Trusted Flagger,2,
Only for providers of online platforms,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Accuracy,NAM Trusted Flagger,0,Trusted Flagger notices were manually reviewed and actioned during this reporting period.
Only for providers of online platforms,"Vimeo.com, Inc.",2024-02-17/2024-12-31,Use of automated means for content moderation,Accuracy of the automated means - Precision,NAM Trusted Flagger,0,Trusted Flagger notices were manually reviewed and actioned during this reporting period.
