Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Total number,151062,"Sheet 7 reports information regarding complaints (also referred to as ""appeals"") on DSA enforcement measures submitted during the reporting period to the Article 20 internal complaint mechanism. For those appeals, LinkedIn reports the number of decisions upheld, number of decisions reversed, number of decisions partially reversed, median time from appeal submission to appeal decision, and decisions omitted."
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions upheld,43286,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions partially reversed,0,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions reversed,104174,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Median time,7,"As provided by Commission Implementing Regulation (EU) 2024/2835, median times in this report are provided in hours, rounded to the nearest hour, and decisions omitted are excluded from the median time calculation."
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decision omitted,3602,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Number of restrictions newly imposed as a result of an internal complaint,Total number,0,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Total number,10465,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions upheld,7208,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions partially reversed,0,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions reversed,2777,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Median time,3,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Total number,,"Users are able to appeal decisions to suspend or terminate the provision of the service by appealing the underlying content violation(s), reported in Row 9."
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions upheld,,"Users are able to appeal decisions to suspend or terminate the provision of the service by appealing the underlying content violation(s), reported in Row 9."
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions partially reversed,,"Users are able to appeal decisions to suspend or terminate the provision of the service by appealing the underlying content violation(s), reported in Row 9."
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions reversed,,"Users are able to appeal decisions to suspend or terminate the provision of the service by appealing the underlying content violation(s), reported in Row 9."
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Median time,,"Users are able to appeal decisions to suspend or terminate the provision of the service by appealing the underlying content violation(s), reported in Row 9."
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Total number,140528,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions upheld,36016,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions partially reversed,0,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions reversed,101390,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Median time,7,
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Total number,,"As noted in Sheets 5 and 6, LinkedIn did not apply own initiative measures 'Monetary restriction Suspension,' 'Monetary restriction Termination,' or 'Monetary restriction Other' during the reporting period."
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions upheld,,"As noted in Sheets 5 and 6, LinkedIn did not apply own initiative measures 'Monetary restriction Suspension,' 'Monetary restriction Termination,' or 'Monetary restriction Other' during the reporting period."
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions partially reversed,,"As noted in Sheets 5 and 6, LinkedIn did not apply own initiative measures 'Monetary restriction Suspension,' 'Monetary restriction Termination,' or 'Monetary restriction Other' during the reporting period."
Only for providers of online platforms,LinkedIn,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions reversed,,"As noted in Sheets 5 and 6, LinkedIn did not apply own initiative measures 'Monetary restriction Suspension,' 'Monetary restriction Termination,' or 'Monetary restriction Other' during the reporting period."
