Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Scope,Number of orders to act against illegal content received,Number of specific items of information included in the total number of orders to act against illegal content,Median time to inform the authority of the receipt of the order to act against illegal content,Median time to give effect to the order to act against illegal content,Number of orders to provide information,Median time to inform the authority of the receipt of the order to provide information,Median time to give effect to the order to provide information,Contextual information on number of orders to act against illegal content received,Contextual information on number of specific items of information included in the total number of orders to act against illegal content,Contextual information on Median time to inform the authority of the receipt of the order to act against illegal content,Contextual information on Median time to give effect to the order to act against illegal content,Contextual information on Number of orders to provide information,Contextual information on Median time to inform the authority of the receipt of the order to provide information,Contextual information on Median time to give effect to the order to provide information
All,LinkedIn,2025-07-01/2025-12-31,TOTAL,,TOTAL,10,8,0,56,1144,0,6,"LinkedIn is a real-identity online service for professionals to connect and interact with other professionals, learn, hire, and find jobs. LinkedIn’s vision is to create economic opportunity for every member of the global workforce. Its mission is to connect the world’s professionals to make them more productive and successful. As part of that mission, LinkedIn is committed to keeping its platform and services safe, trusted, and professional, and to providing transparency to its members, the public, and to regulators.

LinkedIn Ireland Unlimited Company (“LinkedIn”) – the provider of LinkedIn’s services in the European Union – has been designated by the European Commission as a Very Large Online Platform (VLOP) and is therefore subject to the European Union’s Digital Services Act (DSA) Article 42 requirement to publish certain information in semiannual disclosures. This set of files, together the DSA Transparency Report, is responsive to the obligations under DSA Article 15(1), Article 24(1)-(2), and Article 42(1)-(3). 

This sheet reports information regarding requests from Member State government authorities: (1) to remove content and (2) to provide user account information. LinkedIn carefully considers all government requests for content removal and account information, and works to mitigate any implications they may have on freedom of expression and human rights. For government demands, LinkedIn employs safeguards to ensure any actions taken are narrow, specific, submitted in writing, and based on valid legal orders. Through its parent company, Microsoft, LinkedIn also engages with broader civil society organizations on best practices related to government requests and participates in human rights impact assessments.

Column G reports information regarding the number of requests LinkedIn received from Member State government authorities to remove content during the reporting period, organized by Member State and by category selected by the government authority.  Government requests to remove content can include, but are not limited to, orders under Article 9 of the Digital Services Act. LinkedIn did not receive any orders under Article 9 during the reporting period. 

",,,"As noted, government requests to remove content can include orders under Article 9 of the Digital Services Act as well as less time-sensitive requests outside of the Article 9 process. LinkedIn appropriately resolves requests given the nature of the request. LinkedIn did not receive any orders under Article 9 during the reporting period. 

As provided by Commission Implementing Regulation (EU) 2024/2835, median times in this report are provided in hours, rounded to the nearest hour, and automated confirmation of receipts that are sent within one hour after an order is received are counted as zero. Certain requests may be received during the reporting period but not confirmed or resolved during the reporting period; those requests are excluded from the median time calculations.","Column K reports information regarding the number of requests LinkedIn received from Member State government authorities to provide account information during the reporting period, organized by Member State and by category selected by the government authority. Government requests to provide account information can include, but are not limited to, orders under Article 10 of the Digital Services Act.",,"As provided by Commission Implementing Regulation (EU) 2024/2835, median times in this report are provided in hours, rounded to the nearest hour, and automated confirmation of receipts that are sent within one hour after an order is received are  counted as zero. Certain requests may be received during the reporting period but not confirmed or resolved during the reporting period; those requests are excluded from the median time calculations."
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_ANIMAL_HARM,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,TOTAL,0,0,0,0,11,0,31,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,TOTAL,0,0,0,0,4,0,33,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,,TOTAL,0,0,0,0,6,0,28,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING,,TOTAL,0,0,0,0,1,0,6,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,TOTAL,0,0,0,0,9,0,29,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,TOTAL,0,0,0,0,1,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,TOTAL,0,0,0,0,3,0,29,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,TOTAL,0,0,0,0,5,0,54,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,TOTAL,0,0,0,0,7,0,9,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,TOTAL,0,0,0,0,5,0,9,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,TOTAL,0,0,0,0,2,0,33,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,TOTAL,0,0,0,0,26,0,9,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_DEFAMATION,,TOTAL,0,0,0,0,18,0,8,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_DISCRIMINATION,,TOTAL,0,0,0,0,2,0,33,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_HATE_SPEECH,,TOTAL,0,0,0,0,6,0,11,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,TOTAL,2,2,0,53,2,0,54,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,TOTAL,2,2,0,53,2,0,54,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,TOTAL,1,1,302,302,3,0,26,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,TOTAL,1,1,302,302,1,0,25,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,TOTAL,0,0,0,0,2,0,62,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,TOTAL,0,0,0,0,7,0,52,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,TOTAL,0,0,0,0,6,0,52,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,TOTAL,0,0,0,0,1,0,72,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,TOTAL,1,1,0,78,340,0,4,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,TOTAL,1,1,0,78,21,0,9,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,TOTAL,0,0,0,0,2,0,4,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,TOTAL,0,0,0,0,108,0,4,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,TOTAL,0,0,0,0,209,0,5,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_OTHER,,TOTAL,0,0,0,0,0,0,0,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,TOTAL,5,4,0,56,85,0,30,,,,,,,
All,LinkedIn,2025-07-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,TOTAL,3,2,0,56,32,0,27,,,,,,,
