Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual information
Only for VLOPs and VLOSEs,Facebook,2025-07-01/2025-12-31,AMAR,Number of average monthly active recipients during the reporting period ,TOTAL,"262,480,454","The information on the use of Facebook in the EU has been prepared for Articles 24(2) and 42(3) DSA. This information may differ from user metrics reported in other contexts in certain key respects, including, for example, periodic reports filed with other regulatory authorities, and should not be used for other purposes.

Where applicable, the Member State breakdown above includes any monthly active user metrics available for outermost regions or other territories associated with such Member States. 

There are inherent challenges in measuring usage of our services across large online and mobile populations across the world. Many people in our community have user accounts on more than one of our services, and some people have multiple user accounts within an individual service. The above monthly active user estimates by online platform do not represent estimates of the number of unique people using these services. 
"
Only for VLOPs and VLOSEs,Facebook,2025-07-01/2025-12-31,AMAR,Number of average monthly active recipients during the reporting period ,AT,"4,167,448",
,,,,,BE,"8,042,219",
,,,,,BG,"4,569,031",
,,,,,CY,"975,038",
,,,,,CZ,"6,652,235",
,,,,,DE,"32,089,162",
,,,,,DK,"4,437,078",
,,,,,EE,"904,814",
,,,,,EL,"6,511,774",
,,,,,ES,"27,055,087",
,,,,,FI,"3,237,379",
,,,,,FR,"42,833,528",
,,,,,HR,"2,382,389",
,,,,,HU,"7,129,792",
,,,,,IE,"3,453,889",
,,,,,IT,"36,428,069",
,,,,,LT,"2,213,845",
,,,,,LU,"407,489",
,,,,,LV,"1,170,079",
,,,,,MT,"480,056",
,,,,,NL,"10,104,958",
,,,,,PL,"24,778,058",
,,,,,PT,"7,857,650",
,,,,,RO,"12,731,974",
,,,,,SE,"7,218,606",
,,,,,SI,"1,246,722",
,,,,,SK,"3,402,089",
