Applicability,Service,Reporting period,Section,Indicator,Scope,Value,Contextual Information
All,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Total number,"6,636,461","The data provided on appeals and recidivism does not cover content moderation outcomes for French Guiana and Åland Islands due to a technical limitation.

Complaints may occur on content that was previously actioned and recorded in prior transparency reports. As a result, the number of complaints may exceed the number of actions.

Restores after complaint may occur on complaints that were recorded in prior transparency reports. As a result, the number of restores after a complaint may exceed the number of complaints."
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions upheld,"4,637,640",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decisions reversed,"1,998,821",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Median time,1.06,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Number of complaints submitted to the internal-complaints mechanism,Decision omitted,0,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Number of restrictions newly imposed as a result of an internal complaint,Total number,"518,597",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Total number,"2,505,102",Multiple internal complaints on the same entity for different restrictions are counted as unique complaints. Multiple internal complaints on the same entity for the same restriction are counted as a single complaint.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions upheld,"1,822,417",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Decisions reversed,"682,685",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to remove or disable access to or restrict visibility of information,Median time,0.44,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Total number,"188,536",Multiple internal complaints on the same entity for different restrictions are counted as unique complaints. Multiple internal complaints on the same entity for the same restriction are counted as a single complaint.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions upheld,"57,143",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Decisions reversed,"131,393",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate the provision of the service,Median time,0.004,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Total number,"3,934,691",Multiple internal complaints on the same entity for different restrictions are counted as unique complaints. Multiple internal complaints on the same entity for the same restriction are counted as a single complaint.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions upheld,"2,752,826",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Decisions reversed,"1,181,865",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to suspend or terminate an account ,Median time,1.08,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Total number,"8,132",Multiple internal complaints on the same entity for different restrictions are counted as unique complaints. Multiple internal complaints on the same entity for the same restriction are counted as a single complaint.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions upheld,"5,254",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Decisions reversed,"2,878",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision to restrict the ability to monetise information,Median time,144.6,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Total number,"5,106",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions upheld,"3,903",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Decisions reversed,"1,203",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted in accordance with Article 16,Median time,222.8,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Total number,291,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions upheld,150,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions partially reversed,,All internal complaints either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Decisions reversed,141,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Internal complaints mechanism,Complaint regarding a decision not to take action on a notice submitted by a Trusted Flagger in accordance with Article 16,Median time,0.0008,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Total number,"3,935","Meta is providing the number of decisions received from dispute settlement bodies, as we are not able to track the number of disputes submitted to dispute settlement bodies."
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions upheld,295,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions partially reversed,,All disputes either result in a decision reversal or an upholding of the original decision.
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decisions reversed,"2,488",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Median time,0.01,"The median turnaround time is calculated from the time when Meta receives a decision from dispute settlement bodies, to the time Meta completes the review and decision process."
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Decision omitted,"1,152",
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Out-of-court dispute settlement bodies,Number of disputes submitted to out-of-court dispute settlement bodies,Percentage of outcomes implemented,0.02,"We have seen a large rise in decisions submitted that we are unable to implement because they relate to content enforcements that were either expired, overturned previously, or could not be located due to insufficient information"
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Suspensions imposed on repeated offenders,Number of suspensions enacted for the provision of manifestly illegal content ,Total number,0,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Suspensions imposed on repeated offenders,Number of suspensions enacted for the provision of manifestly unfounded notices,Total number,0,
Only for providers of online platforms,Facebook,2025-07-01/2025-12-31,Suspensions imposed on repeated offenders,Number of suspensions enacted for the provision of manifestly unfounded complaints,Total number,0,
