Applicability,Service,Reporting period,Category of incompatibility with the provider's terms and conditions,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative ,Number of measures taken after detection with solely automated means ,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled ,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative ,Contextual Information on Number of measures taken after detection with solely automated means ,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled ,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination
All,Facebook,2025-07-01/2025-12-31,TOTAL,,"171,807,219","148,905,624","40,219,019",,"14,204,694",,,,,,"51,561","173,023",,"4,923,097",,"112,235,825",The data provided does not cover content moderation outcomes for French Guiana and Åland Islands due to a technical limitation.,,Visibility restriction removal contains some actions for Facebook and Instagram combined due to technical and product limitations.,,“Demotion” refers to an action that we may take to reduce the distribution of content.,Some content can create a negative experience for people even though it does not violate our policies. Actions we may take on such content to promote a safe and positive experience are not taken on the basis that the content is illegal or violates our terms and policies.,Some content can create a negative experience for people even though it does not violate our policies. Actions we may take on such content to promote a safe and positive experience are not taken on the basis that the content is illegal or violates our terms and policies.,Some content can create a negative experience for people even though it does not violate our policies. Actions we may take on such content to promote a safe and positive experience are not taken on the basis that the content is illegal or violates our terms and policies.,,,"“Monetary restriction measures on content” refers to an enforcement action that we may take on content to restrict publishers and creators from earning money on their content if it violates our Content Monetization Policies. Additional information can be found in our Business Help Center.

“Monetary restriction measures on publishers and creators” refers to an enforcement action that we may take on partners to remove their access to monetization tools. Additional information can be found in our Business Help Center.

Due to technical limitations, the restriction volumes above include restrictions placed on users who use the branded content disclosure tool or run partnership ads.","In addition to monetary restrictions placed on creators, monetary restriction measures also occur on content. This refers to an enforcement action that we may take on content to restrict publishers and creators from earning money on their content if it violates our Content Monetization Policies. Additional information can be found in our Business Help Center.

Certain content formats cannot be monetized as described in the Content Monetization Policies. Instances where prohibited formats are leveraged by creators are excluded from this column.",,"Provision of service terminations restrict access to a subset of a user’s account or accounts they manage.

The data in this column contains actions for Facebook and Instagram combined due to technical and product limitations.
",,Account restriction terminations restrict access to a user’s account in its entirety.
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_ANIMAL_WELFARE,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_ANIMAL_HARM,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_UNLAWFUL_SALE_ANIMALS,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CONSUMER_INFORMATION,,"619,086","470,745","619,086",,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_HIDDEN_ADVERTISEMENT,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_INSUFFICIENT_INFORMATION_ON_TRADERS,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_MISLEADING_INFO_GOODS_SERVICES,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_MISLEADING_INFO_CONSUMER_RIGHTS,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_NONCOMPLIANCE_PRICING,,"154,389","89,149","154,389",,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_ADVERTISING,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_DISCRIMINATORY_PRACTICES,Added category to record own initiative actions taken against our Discriminatory Practices Advertising Standard.,"369,715","341,865","369,715",,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_LEAD_ADS,Added category to capture own initiative  actions taken against our product and format-specific policies pertaining to lead ads.,"78,943","39,293","78,943",,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_CRYPTOCURRENCY,Added category to capture own initiative  actions taken against our Cryptocurrency Products and Services Advertising Standard.,"16,039",438,"16,039",,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_PAYER_BENEFICIARY,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_CONSUMER_INFRINGEMENTS,Added category to capture own initiative  actions in the consumer information infringements category.,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,"721,309","253,305","562,122",,"119,257",,,,,,0,0,,"6,592",,"33,338",,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,Category is inclusive of own initiative actions related to bullying and harassment.,"721,309","253,305","562,122",,"119,257",,,,,,0,0,,"6,592",,"33,338",,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,"354,674","322,909","38,568",,0,,,,,,0,0,,"29,171",,"286,935",,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_PRIVACY,Added category to record own initiative actions taken against our Privacy Violations Community Standard.,"32,770","1,538","32,532",,0,,,,,,0,0,,170,,68,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_DATA_PROTECTION,Added category to record own initiative actions related to data protection.,"321,904","321,371","6,036",,0,,,,,,0,0,,"29,001",,"286,867",,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,"1,080,059","914,069","259,922",,"819,582",,,,,,0,0,,224,,331,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_DEFAMATION,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_DISCRIMINATION,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_HATE_SPEECH,,"1,079,509","913,817","259,403",,"819,582",,,,,,0,0,,194,,330,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_PROFANITY,Added category to capture own initiative  actions taken against our Profanity Advertising Standard.,176,18,176,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_ILLEGALITY,Added category to record own initiative actions taken against likely locally illegal harmful speech.,374,234,343,,0,,,,,,0,0,,30,,1,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,"5,257,248","1,620,887","5,220,433",,0,,,,,,894,0,,"27,434",,"8,487",,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,0,0,0,,0,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,,
